Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s]
1036,5.175,3144.261988,16.140735,10.52026,1.270676
1037,5.18,3144.261988,16.160695,10.526608,1.268582
1038,5.185,3063.343481,16.180366,10.532946,1.266516
1039,5.19,3017.104335,16.199603,10.539273,1.264493
1040,5.195,2924.626041,16.218372,10.545591,1.262518
1041,5.2,2913.066254,16.236784,10.551899,1.260578
1042,5.205,2889.946681,16.255058,10.558197,1.258649
1043,5.21,2878.386894,16.273195,10.564485,1.256733
1044,5.215,2889.946681,16.291304,10.570764,1.254816
1045,5.22,2924.626041,16.30953,10.577033,1.252884
1046,5.225,2947.745614,16.327909,10.583293,1.250932
1047,5.23,3040.223908,16.346621,10.589543,1.248941
1048,5.235,3144.261988,16.365915,10.595782,1.246883
1049,5.24,3259.859856,16.38586,10.602011,1.24475
1050,5.245,3259.859856,16.406131,10.60823,1.242577
1051,5.25,3271.419642,16.426402,10.614437,1.240401
1052,5.255,3225.180496,16.446531,10.620634,1.238236
1053,5.26,3167.381562,16.466303,10.626819,1.236107
1054,5.265,3051.783695,16.485506,10.632995,1.234037
1055,5.27,2970.865188,16.504071,10.63916,1.232034
1056,5.275,2959.305401,16.522322,10.645315,1.230062
1057,5.28,2878.386894,16.54026,10.651461,1.228122
1058,5.285,2889.946681,16.557957,10.657596,1.226206
1059,5.29,2878.386894,16.575626,10.663723,1.224289
1060,5.295,2924.626041,16.593373,10.669839,1.222361
1061,5.3,3017.104335,16.611516,10.675946,1.220385
1062,5.305,3074.903268,16.630086,10.682043,1.218359
1063,5.31,3121.142415,16.648943,10.68813,1.216296
1064,5.315,3225.180496,16.668223,10.694206,1.214183
1065,5.32,3248.300069,16.687856,10.700271,1.212026
1066,5.325,3294.539216,16.707663,10.706326,1.209846
1067,5.33,3259.859856,16.72747,10.71237,1.207662
1068,5.335,3202.060922,16.746962,10.718403,1.205509
1069,5.34,3051.783695,16.765794,10.724425,1.203427
1070,5.345,3051.783695,16.784141,10.730437,1.201396
1071,5.35,2982.424974,16.80225,10.736439,1.199389
1072,5.355,2924.626041,16.819948,10.742431,1.197425
1073,5.36,2936.185827,16.837478,10.748413,1.195477
1074,5.365,2947.745614,16.855049,10.754386,1.193522
1075,5.37,2993.984761,16.872763,10.760349,1.191546
1076,5.375,3063.343481,16.890792,10.766301,1.189531
1077,5.38,3086.463055,16.909065,10.772244,1.187485
1078,5.385,3190.501135,16.927682,10.778176,1.185395
1079,5.39,3225.180496,16.946678,10.784098,1.183258
1080,5.395,3259.859856,16.965844,10.790009,1.181097
1081,5.4,3271.419642,16.985111,10.795909,1.178921
1082,5.405,3225.180496,17.004241,10.801798,1.176756
1083,5.41,3202.060922,17.023132,10.807676,1.174615
1084,5.415,3040.223908,17.041447,10.813544,1.172537
1085,5.42,2970.86519,17.059053,10.819402,1.170538
1086,5.425,2955.45214,17.07646,10.82525,1.168559
1087,5.43,2908.44234,17.093669,10.831087,1.166599
1088,5.435,2904.80926,17.110478,10.836916,1.164682
1089,5.44,2941.32351,17.126991,10.842734,1.162797
1090,5.445,2961.40718,17.143377,10.848544,1.160924
1091,5.45,2977.08969,17.160171,10.854343,1.159
1092,5.455,2981.65432,17.17764,10.860133,1.156993
1093,5.46,2980.38501,17.195379,10.865913,1.15495
1094,5.465,2966.60632,17.213054,10.871683,1.152912
1095,5.47,2960.9568,17.23063,10.877442,1.150881
1096,5.475,2964.834,17.248242,10.883192,1.148842
1097,5.48,2974.10193,17.265823,10.888931,1.146804
1098,5.485,2985.42196,17.283175,10.89466,1.144789
1099,5.49,2992.78892,17.300396,10.900379,1.142786
1100,5.495,2993.98476,17.317555,10.906088,1.140787
1101,5.5,2987.32913,17.334486,10.911787,1.138811
1102,5.505,2967.89267,17.351026,10.917476,1.136879
1103,5.51,2936.49825,17.36721,10.923156,1.134986
1104,5.515,2910.10221,17.383433,10.928826,1.133085
1105,5.52,2893.04809,17.39989,10.934486,1.131153
1106,5.525,2884.83887,17.416579,10.940137,1.129189
1107,5.53,2881.72639,17.433533,10.945778,1.12719
1108,5.535,2870.0245,17.450718,10.951409,1.12516
1109,5.54,2852.67227,17.468033,10.95703,1.123109
1110,5.545,2824.89455,17.485479,10.96264,1.121039
1111,5.55,2798.12271,17.50299,10.96824,1.118957
1112,5.555,2783.59664,17.520403,10.97383,1.116883
1113,5.56,2780.23011,17.537656,10.979409,1.114825
1114,5.565,2781.99003,17.554684,10.984978,1.11279
1115,5.57,2780.79197,17.571424,10.990537,1.110787
1116,5.575,2774.71579,17.587813,10.996086,1.108823
1117,5.58,2758.69864,17.603789,11.001625,1.106907
1118,5.585,2740.18706,17.619227,11.007155,1.105054
1119,5.59,2725.93174,17.633843,11.012676,1.103299
1120,5.595,2719.80616,17.647479,11.018188,1.101662
1121,5.6,2721.93389,17.660619,11.023693,1.100084
1122,5.605,2723.48575,17.67374,11.029189,1.098506
1123,5.61,2720.90357,17.687031,11.034678,1.096905
1124,5.615,2714.20866,17.700684,11.040158,1.095256
1125,5.62,2703.13482,17.714695,11.04563,1.093561
1126,5.625,2691.89829,17.729126,11.051094,1.091809
1127,5.63,2686.08644,17.743943,11.056548,1.090007
1128,5.635,2686.65388,17.759082,11.061994,1.088162
1129,5.64,2689.53375,17.774384,11.06743,1.086292
1130,5.645,2692.79515,17.789283,11.072857,1.084471
1131,5.65,2692.18732,17.803407,11.078275,1.082743
1132,5.655,2686.49443,17.817008,11.083684,1.081079
1133,5.66,2677.58029,17.830214,11.089086,1.079462
1134,5.665,2671.12809,17.842559,11.094479,1.077951
1135,5.67,2667.56385,17.854109,11.099865,1.076539
1136,5.675,2664.58807,17.86524,11.105245,1.075178
1137,5.68,2662.18455,17.876605,11.110617,1.073785
1138,5.685,2660.81111,17.888792,11.115982,1.072286
1139,5.69,2659.20876,17.901642,11.12134,1.0707
1140,5.695,2658.40759,17.915338,11.126689,1.069005
1141,5.7,2656.91969,17.929692,11.13203,1.067222
1142,5.705,2652.91383,17.944452,11.137361,1.065384
1143,5.71,2646.38999,17.959526,11.142683,1.063503
1144,5.715,2638.49271,17.974388,11.147996,1.061646
1145,5.72,2630.02316,17.988949,11.1533,1.059824
1146,5.725,2621.0958,18.00321,11.158595,1.058038
1147,5.73,2612.05399,18.016898,11.16388,1.056322
1148,5.735,2604.15671,18.029771,11.169158,1.054709
1149,5.74,2598.09068,18.04165,11.174428,1.053222
1150,5.745,2593.05473,18.052813,11.17969,1.051825
1151,5.75,2589.62113,18.064053,11.184946,1.050417
1152,5.755,2587.21761,18.075429,11.190195,1.048989
1153,5.76,2586.41644,18.087213,11.195436,1.047506
1154,5.765,2586.41644,18.099706,11.200669,1.045928
1155,5.77,2585.72972,18.112813,11.205895,1.044267
1156,5.775,2582.86839,18.126593,11.211112,1.042516
1157,5.78,2578.06135,18.141162,11.21632,1.040659
1158,5.785,2571.65196,18.156065,11.221518,1.038754
1159,5.79,2564.21249,18.170492,11.226707,1.036909
1160,5.795,2555.62849,18.184384,11.231888,1.03513
1161,5.8,2546.24332,18.197954,11.237059,1.033391
1162,5.805,2537.31596,18.211203,11.242222,1.031691
1163,5.81,2529.30423,18.223865,11.247376,1.030066
1164,5.815,2522.55148,18.235883,11.252522,1.028524
1165,5.82,2517.28663,18.247526,11.257661,1.027029
1166,5.825,2513.62412,18.259064,11.262793,1.025546
1167,5.83,2511.79287,18.270525,11.267917,1.02407
1168,5.835,2511.10615,18.282384,11.273033,1.02254
1169,5.84,2511.44951,18.294874,11.278142,1.020923
1170,5.845,2512.82295,18.30808,11.283242,1.019207
1171,5.85,2514.99756,18.321882,11.288334,1.017409
1172,5.855,2516.371,18.335953,11.293416,1.015571
1173,5.86,2515.79873,18.350233,11.298489,1.013702
1174,5.865,2513.50967,18.364662,11.303553,1.011809
1175,5.87,2510.19052,18.379006,11.308608,1.009924
1176,5.875,2505.95575,18.392857,11.313653,1.008102
1177,5.88,2500.69089,18.406276,11.318689,1.006336
1178,5.885,2495.42604,18.419062,11.323716,1.004652
1179,5.89,2490.39009,18.431218,11.328735,1.00305
1180,5.895,2487.07095,18.442804,11.333747,1.001524
1181,5.9,2486.26977,18.454084,11.338751,1.000037
1182,5.905,2487.87212,18.465548,11.343747,0.998522
1183,5.91,2490.39009,18.477313,11.348736,0.996964
1184,5.915,2494.51041,18.489432,11.353717,0.995355
1185,5.92,2500.80535,18.50182,11.358689,0.993706
1186,5.925,2506.64247,18.514703,11.363654,0.991986
1187,5.93,2512.59404,18.528107,11.368609,0.990192
1188,5.935,2516.25655,18.541744,11.373555,0.988362
1189,5.94,2517.62999,18.555242,11.378493,0.986548
1190,5.945,2516.94327,18.56863,11.383421,0.984746
1191,5.95,2513.73857,18.581937,11.38834,0.982952
1192,5.955,2511.33505,18.594794,11.393251,0.981216
1193,5.96,2508.01591,18.606977,11.398153,0.979572
1194,5.965,2505.15457,18.618433,11.403047,0.978025
1195,5.97,2503.89559,18.629364,11.407933,0.97655
1196,5.975,2503.78113,18.639967,11.412812,0.975118
1197,5.98,2505.38348,18.650471,11.417684,0.973698
1198,5.985,2508.81708,18.661212,11.422549,0.972242
1199,5.99,2513.62412,18.672498,11.427406,0.970708
1200,5.995,2520.72023,18.684382,11.432256,0.969087
1201,6,2528.15969,18.696862,11.437097,0.967379
1202,6.005,2533.42455,18.709794,11.44193,0.965605
1203,6.01,2537.77377,18.723036,11.446753,0.963783
1204,6.015,2538.46049,18.736559,11.451567,0.961917
1205,6.02,2538.00268,18.75014,11.456372,0.96004
1206,6.025,2535.48471,18.763223,11.461168,0.95823
1207,6.03,2532.05111,18.775508,11.465955,0.95653
1208,6.035,2526.44289,18.787164,11.470733,0.954917
1209,6.04,2522.43703,18.798387,11.475504,0.953363
1210,6.045,2520.60577,18.809206,11.480267,0.951864
1211,6.05,2520.94913,18.819679,11.485023,0.950413
1212,6.055,2522.09367,18.830136,11.489771,0.948961
1213,6.06,2524.49719,18.84085,11.494512,0.94747
1214,6.065,2528.73196,18.851958,11.499246,0.94592
1215,6.07,2533.08119,18.863538,11.503971,0.944299
1216,6.075,2537.31596,18.875616,11.508689,0.942603
1217,6.08,2541.09292,18.888217,11.513397,0.940828
1218,6.085,2544.18316,18.901173,11.518097,0.938998
1219,6.09,2544.64097,18.914186,11.522787,0.937157
1220,6.095,2543.61089,18.926984,11.527468,0.935343
1221,6.1,2539.49057,18.93938,11.532141,0.933584
1222,6.105,2534.91244,18.951348,11.536804,0.931884
1223,6.11,2530.44876,18.96265,11.54146,0.930279
1224,6.115,2526.21399,18.973234,11.546107,0.928776
1225,6.12,2522.20812,18.98348,11.550748,0.92732
1226,6.125,2519.8046,18.993575,11.555381,0.925884
1227,6.13,2519.69015,19.003575,11.560007,0.92446
1228,6.135,2520.37687,19.013666,11.564625,0.92302
1229,6.14,2522.43703,19.024087,11.569237,0.921529
1230,6.145,2524.84055,19.035102,11.57384,0.919947
1231,6.15,2528.61751,19.046763,11.578436,0.918267
1232,6.155,2531.24993,19.058905,11.583023,0.916512
1233,6.16,2532.50892,19.071368,11.587601,0.914706
1234,6.165,2531.93665,19.08407,11.59217,0.912861
1235,6.17,2530.21985,19.096904,11.596729,0.910991
1236,6.175,2527.12961,19.10945,11.60128,0.909162
1237,6.18,2522.09367,19.121551,11.605821,0.907395
1238,6.185,2516.48545,19.13334,11.610354,0.905671
1239,6.19,2511.33505,19.144768,11.614878,0.903999
1240,6.195,2508.13036,19.155757,11.619394,0.90239
1241,6.2,2505.61239,19.166414,11.623902,0.900828
1242,6.205,2504.12449,19.177234,11.628402,0.899238
1243,6.21,2504.46785,19.188372,11.632894,0.897598
1244,6.215,2506.75692,19.199672,11.637378,0.895929
1245,6.22,2510.64833,19.21126,11.641853,0.894214
1246,6.225,2514.6542,19.223213,11.64632,0.892439
1247,6.23,2518.54561,19.235554,11.650778,0.890601
1248,6.235,2521.75031,19.248203,11.655226,0.888713
1249,6.24,2523.69601,19.260877,11.659665,0.886816
1250,6.245,2522.66593,19.273524,11.664094,0.884919
1251,6.25,2520.60577,19.286144,11.668514,0.883022
1252,6.255,2517.40108,19.298406,11.672924,0.881177
1253,6.26,2514.42529,19.310084,11.677326,0.879418
1254,6.265,2511.33505,19.321078,11.681719,0.877761
1255,6.27,2508.47372,19.331596,11.686104,0.876176
1256,6.275,2506.64247,19.341918,11.690481,0.874618
1257,6.28,2507.44364,19.352145,11.69485,0.873071
1258,6.285,2510.30497,19.362355,11.699211,0.871525
1259,6.29,2514.76865,19.372722,11.703565,0.869951
1260,6.295,2519.46124,19.383523,11.707911,0.868307
1261,6.3,2525.06945,19.394828,11.712248,0.866579
1262,6.305,2530.21985,19.406512,11.716576,0.864789
1263,6.31,2534.11127,19.41837,11.720896,0.862967
1264,6.315,2536.05697,19.430403,11.725206,0.861114
1265,6.32,2536.17143,19.442311,11.729507,0.859276
1266,6.325,2535.37025,19.453895,11.733799,0.857485
1267,6.33,2533.08119,19.465258,11.738082,0.855727
1268,6.335,2529.76204,19.476302,11.742356,0.854015
1269,6.34,2526.90071,19.486954,11.746622,0.852362
1270,6.345,2524.61164,19.497241,11.75088,0.850765
1271,6.35,2523.35265,19.50714,11.75513,0.849227
1272,6.355,2523.46711,19.516777,11.759372,0.847728
1273,6.36,2524.38273,19.526567,11.763607,0.846201
1274,6.365,2527.93079,19.536609,11.767834,0.844631
1275,6.37,2532.62337,19.546875,11.772053,0.843022
1276,6.375,2536.62924,19.557463,11.776264,0.841358
1277,6.38,2540.63511,19.568466,11.780467,0.839622
1278,6.385,2543.26753,19.579761,11.78466,0.837836
1279,6.39,2544.75543,19.590984,11.788845,0.836057
1280,6.395,2544.64097,19.602038,11.793021,0.834302
1281,6.4,2542.123,19.612973,11.797188,0.832563
1282,6.405,2538.80385,19.623693,11.801347,0.830856
1283,6.41,2534.79799,19.634032,11.805497,0.829207
1284,6.415,2531.47884,19.643944,11.809639,0.827625
1285,6.42,2527.35852,19.653526,11.813773,0.826095
1286,6.425,2524.03937,19.662805,11.8179,0.824612
1287,6.43,2523.00929,19.671805,11.82202,0.823172
1288,6.435,2523.00929,19.680718,11.826132,0.821744
1289,6.44,2524.26828,19.689806,11.830237,0.820284
1290,6.445,2526.09953,19.699279,11.834335,0.818758
1291,6.45,2528.3886,19.709207,11.838424,0.817152
1292,6.455,2530.1054,19.719422,11.842506,0.815496
1293,6.46,2529.41868,19.729851,11.846579,0.8138
1294,6.465,2527.58743,19.740493,11.850644,0.812065
1295,6.47,2524.72609,19.751254,11.8547,0.810306
1296,6.475,2520.94913,19.761921,11.858747,0.808559
1297,6.48,2516.48545,19.772308,11.862785,0.806855
1298,6.485,2510.99169,19.782441,11.866816,0.805191
1299,6.49,2505.38348,19.792367,11.870837,0.803558
1300,6.495,2500.34753,19.801879,11.874851,0.801992
1301,6.5,2495.88385,19.811072,11.878857,0.800477
1302,6.505,2492.22135,19.820316,11.882856,0.798951
1303,6.51,2490.27564,19.82975,11.886847,0.797389
1304,6.515,2489.93228,19.839465,11.89083,0.795775
1305,6.52,2490.96236,19.849435,11.894805,0.794115
1306,6.525,2491.42017,19.859706,11.898771,0.792399
1307,6.53,2491.76353,19.870296,11.902728,0.790625
1308,6.535,2491.19127,19.881159,11.906677,0.788799
1309,6.54,2490.04673,19.892225,11.910616,0.786934
1310,6.545,2487.52876,19.903287,11.914546,0.785064
1311,6.55,2483.52289,19.914233,11.918467,0.783211
1312,6.555,2478.6014,19.924972,11.922378,0.781389
1313,6.56,2473.33655,19.935348,11.926281,0.779626
1314,6.565,2468.3006,19.945296,11.930175,0.777934
1315,6.57,2463.60801,19.954818,11.934061,0.776313
1316,6.575,2461.09004,19.964186,11.937938,0.774716
1317,6.58,2460.05996,19.973491,11.941808,0.773126
1318,6.585,2460.17441,19.982731,11.945669,0.771545
1319,6.59,2460.74668,19.992153,11.949523,0.769928
1320,6.595,2462.00567,20.001821,11.953369,0.768263
1321,6.6,2463.83692,20.011624,11.957206,0.766571
1322,6.605,2465.66817,20.02156,11.961034,0.764852
1323,6.61,2467.38497,20.031561,11.964854,0.763116
1324,6.615,2467.49943,20.041672,11.968665,0.761358
1325,6.62,2466.69825,20.051913,11.972468,0.759571
1326,6.625,2464.98145,20.061956,11.976261,0.757816
1327,6.63,2462.12012,20.071734,11.980046,0.756104
1328,6.635,2458.34316,20.081164,11.983822,0.754452
1329,6.64,2454.90956,20.090181,11.987591,0.75287
1330,6.645,2452.73495,20.09894,11.991351,0.751332
1331,6.65,2451.47596,20.107422,11.995104,0.749841
1332,6.655,2451.1326,20.115821,11.99885,0.748362
1333,6.66,2451.93377,20.124334,12.002588,0.746859
1334,6.665,2453.42167,20.133109,12.006318,0.745305
1335,6.67,2455.48183,20.14206,12.010041,0.743715
1336,6.675,2457.54199,20.15112,12.013755,0.742102
1337,6.68,2459.7166,20.160524,12.017461,0.740422
1338,6.685,2461.89121,20.170184,12.021159,0.73869
1339,6.69,2463.72247,20.180014,12.024848,0.736924
1340,6.695,2464.40919,20.189884,12.028528,0.735145
1341,6.7,2464.06583,20.199581,12.0322,0.733394
1342,6.705,2462.34903,20.208981,12.035862,0.731694
1343,6.71,2460.63223,20.217958,12.039517,0.730069
1344,6.715,2458.22871,20.226536,12.043163,0.728515
1345,6.72,2456.74081,20.234844,12.046802,0.727008
1346,6.725,2455.71073,20.24303,12.050433,0.725521
1347,6.73,2455.36737,20.251219,12.054057,0.72403
1348,6.735,2455.93964,20.259413,12.057674,0.722535
1349,6.74,2456.74081,20.267652,12.061283,0.721028
1350,6.745,2457.9998,20.275999,12.064884,0.719498
1351,6.75,2460.05996,20.284536,12.068478,0.717928
1352,6.755,2461.66231,20.293302,12.072063,0.716311
1353,6.76,2462.92129,20.302234,12.075641,0.714658
1354,6.765,2462.80684,20.31129,12.07921,0.712978
1355,6.77,2461.31895,20.320325,12.08277,0.711298
1356,6.775,2458.91543,20.329113,12.086323,0.709661
1357,6.78,2455.59628,20.337615,12.089867,0.708076
1358,6.785,2451.24705,20.345853,12.093404,0.706537
1359,6.79,2446.66892,20.353808,12.096933,0.70505
1360,6.795,2442.31969,20.361543,12.100454,0.703602
1361,6.8,2438.08492,20.36912,12.103969,0.702182
1362,6.805,2434.19351,20.376681,12.107476,0.700762
1363,6.81,2431.33217,20.384328,12.110976,0.699322
1364,6.815,2429.61537,20.392101,12.114469,0.697855
1365,6.82,2428.69975,20.400119,12.117955,0.696336
1366,6.825,2428.35639,20.40848,12.121432,0.694747
1367,6.83,2427.21185,20.417224,12.124902,0.693078
1368,6.835,2425.95287,20.426246,12.128363,0.691351
1369,6.84,2424.00716,20.435285,12.131815,0.689616
1370,6.845,2420.68801,20.444203,12.135259,0.6879
1371,6.85,2416.33878,20.453038,12.138694,0.686196
1372,6.855,2412.10401,20.461654,12.142121,0.684532
1373,6.86,2407.52588,20.470032,12.14554,0.682911
1374,6.865,2403.63446,20.478233,12.14895,0.681321
1375,6.87,2398.82742,20.486198,12.152353,0.679775
1376,6.875,2394.36374,20.494028,12.155748,0.678253
1377,6.88,2391.2735,20.501762,12.159136,0.676746
1378,6.885,2388.64108,20.509478,12.162516,0.675239
1379,6.89,2387.49654,20.517334,12.165888,0.673701
1380,6.895,2386.92428,20.525404,12.169253,0.672115
1381,6.9,2387.15318,20.533707,12.172609,0.670478
1382,6.905,2388.06881,20.542222,12.175957,0.668794
1383,6.91,2388.06881,20.550908,12.179297,0.667071
1384,6.915,2387.49654,20.559591,12.182628,0.665343
1385,6.92,2385.09302,20.568137,12.18595,0.66364
1386,6.925,2383.14732,20.576507,12.189264,0.661967
1387,6.93,2380.51489,20.584647,12.19257,0.660338
1388,6.935,2376.85238,20.592576,12.195868,0.658749
1389,6.94,2373.18988,20.600372,12.199158,0.657183
1390,6.945,2369.41292,20.608055,12.20244,0.655637
1391,6.95,2366.09377,20.615682,12.205714,0.654098
1392,6.955,2363.8047,20.623272,12.208981,0.652564
1393,6.96,2362.66017,20.630863,12.21224,0.651026
1394,6.965,2362.88908,20.638512,12.215491,0.649472
1395,6.97,2364.14806,20.646366,12.218734,0.64787
1396,6.975,2365.2926,20.654537,12.22197,0.646198
1397,6.98,2365.86486,20.662818,12.225196,0.644498
1398,6.985,2365.97932,20.671133,12.228414,0.642787
1399,6.99,2365.5215,20.679425,12.231624,0.641075
1400,6.995,2364.49142,20.687659,12.234825,0.639371
1401,7,2363.11798,20.69576,12.238018,0.637691
1402,7.005,2361.51564,20.703656,12.241202,0.63605
1403,7.01,2358.76876,20.711458,12.244378,0.634425
1404,7.015,2355.79297,20.71913,12.247547,0.632824
1405,7.02,2352.81718,20.726583,12.250707,0.631266
1406,7.025,2350.41366,20.733872,12.253859,0.629739
1407,7.03,2350.0703,20.741106,12.257004,0.628221
1408,7.035,2349.95585,20.748287,12.260142,0.62671
1409,7.04,2350.75702,20.755487,12.263271,0.625191
1410,7.045,2352.35937,20.762849,12.266393,0.623633
1411,7.05,2353.96172,20.770265,12.269508,0.62206
1412,7.055,2355.2207,20.777662,12.272614,0.620486
1413,7.06,2356.02188,20.785112,12.275712,0.618896
1414,7.065,2356.36524,20.792614,12.278803,0.617291
1415,7.07,2355.79297,20.800079,12.281885,0.61569
1416,7.075,2354.76289,20.807419,12.28496,0.614112
1417,7.08,2352.01601,20.814597,12.288027,0.612566
1418,7.085,2348.58241,20.821581,12.291086,0.611059
1419,7.09,2344.691,20.82839,12.294137,0.609588
1420,7.095,2341.2574,20.835024,12.297182,0.608152
1421,7.1,2338.51052,20.841484,12.300219,0.606751
1422,7.105,2335.87809,20.847912,12.303249,0.605355
1423,7.11,2334.96246,20.854412,12.306272,0.603938
1424,7.115,2333.81793,20.861019,12.309288,0.602495
1425,7.12,2333.36012,20.86768,12.312297,0.601035
1426,7.125,2333.13121,20.874359,12.315299,0.599568
1427,7.13,2332.55894,20.881142,12.318293,0.598073
1428,7.135,2332.21558,20.887995,12.321279,0.596558
1429,7.14,2331.07105,20.894865,12.324258,0.595035
1430,7.145,2329.2398,20.901718,12.32723,0.593513
1431,7.15,2326.26401,20.90857,12.330194,0.591986
1432,7.155,2322.3726,20.915421,12.33315,0.590456
1433,7.16,2317.79446,20.92217,12.336098,0.588945
1434,7.165,2313.21633,20.928783,12.339039,0.587462
1435,7.17,2309.43937,20.935243,12.341973,0.58601
1436,7.175,2305.89132,20.941637,12.344899,0.58457
1437,7.18,2302.91553,20.948082,12.347818,0.583115
1438,7.185,2300.96982,20.954545,12.35073,0.581651
1439,7.19,2299.71084,20.961059,12.353635,0.580172
1440,7.195,2299.25302,20.96769,12.356532,0.578661
1441,7.2,2298.45185,20.974403,12.359421,0.577127
1442,7.205,2297.30732,20.981199,12.362303,0.575569
1443,7.21,2295.93388,20.988076,12.365177,0.573987
1444,7.215,2294.21708,20.994983,12.368043,0.572394
1445,7.22,2292.72918,21.001921,12.370901,0.570788
1446,7.225,2288.95222,21.008774,12.373751,0.569199
1447,7.23,2284.8319,21.015427,12.376593,0.567653
1448,7.235,2280.59713,21.021931,12.379428,0.566138
1449,7.24,2276.019,21.028287,12.382255,0.564655
1450,7.245,2272.5854,21.034513,12.385074,0.563199
1451,7.25,2269.3807,21.04069,12.387887,0.561751
1452,7.255,2266.63382,21.046932,12.390692,0.560284
1453,7.26,2264.34476,21.053158,12.393489,0.558817
1454,7.265,2262.5135,21.059319,12.39628,0.557361
1455,7.27,2261.25452,21.065544,12.399063,0.555886
1456,7.275,2260.68225,21.071833,12.401839,0.554391
1457,7.28,2260.10998,21.078296,12.404607,0.552848
1458,7.285,2259.30881,21.084854,12.407367,0.551278
1459,7.29,2258.27873,21.09136,12.41012,0.549717
1460,7.295,2256.21857,21.09788,12.412864,0.548147
1461,7.3,2253.35724,21.104335,12.415601,0.546589
1462,7.305,2250.95372,21.110613,12.41833,0.54507
1463,7.31,2247.63457,21.116763,12.421052,0.543579
1464,7.315,2245.00214,21.12285,12.423766,0.5421
1465,7.32,2241.9119,21.128843,12.426473,0.54064
1466,7.325,2239.50838,21.134834,12.429172,0.539177
1467,7.33,2238.02049,21.140794,12.431865,0.537717
1468,7.335,2237.10486,21.146722,12.43455,0.536261
1469,7.34,2236.5326,21.152711,12.437227,0.534786
1470,7.345,2236.30369,21.158715,12.439897,0.533303
1471,7.35,2237.10486,21.164779,12.44256,0.5318
1472,7.355,2238.02049,21.170887,12.445215,0.530281
1473,7.36,2238.4783,21.177069,12.447863,0.528739
1474,7.365,2238.36385,21.183264,12.450503,0.527189
1475,7.37,2237.21932,21.189379,12.453135,0.525655
1476,7.375,2236.07478,21.195432,12.455759,0.524132
1477,7.38,2234.8158,21.201361,12.458376,0.522637
1478,7.385,2233.099,21.207198,12.460986,0.521162
1479,7.39,2231.3822,21.212944,12.463588,0.519706
1480,7.395,2230.46657,21.218598,12.466183,0.51827
1481,7.4,2229.6654,21.224177,12.468771,0.51685
1482,7.405,2228.86422,21.229667,12.471351,0.51545
1483,7.41,2228.06305,21.235111,12.473925,0.514057
1484,7.415,2228.1775,21.2406,12.476492,0.512649
1485,7.42,2228.40641,21.246193,12.479052,0.511209
1486,7.425,2228.74977,21.251813,12.481604,0.509757
1487,7.43,2228.52086,21.257403,12.484149,0.508309
1488,7.435,2227.9486,21.263022,12.486687,0.50685
1489,7.44,2227.37633,21.268697,12.489218,0.505371
1490,7.445,2225.31617,21.274457,12.491741,0.503864
1491,7.45,2222.91265,21.280186,12.494256,0.502361
1492,7.455,2220.39468,21.285781,12.496764,0.50089
1493,7.46,2217.18998,21.291274,12.499265,0.499442
1494,7.465,2213.87084,21.296693,12.501759,0.49801
1495,7.47,2209.97942,21.30214,12.504245,0.496566
1496,7.475,2206.54582,21.307485,12.506725,0.495146
1497,7.48,2204.37121,21.312744,12.509197,0.493745
1498,7.485,2203.22668,21.31803,12.511662,0.492333
1499,7.49,2201.96769,21.323287,12.51412,0.490925
1500,7.495,2201.16652,21.328627,12.516571,0.489489
1501,7.5,2200.59425,21.334094,12.519015,0.488014
1502,7.505,2199.90753,21.339543,12.521451,0.486538
1503,7.51,2197.96182,21.344949,12.52388,0.485071
1504,7.515,2196.70284,21.350393,12.526302,0.483588
1505,7.52,2194.64268,21.355863,12.528716,0.482093
1506,7.525,2192.1247,21.361316,12.531123,0.480598
1507,7.53,2189.37782,21.366725,12.533522,0.47911
1508,7.535,2185.60086,21.372061,12.535914,0.477639
1509,7.54,2182.73953,21.377298,12.538299,0.476191
1510,7.545,2179.64929,21.382397,12.540676,0.474779
1511,7.55,2176.21569,21.387397,12.543047,0.47339
1512,7.555,2173.69772,21.392397,12.54541,0.471998
1513,7.56,2171.98092,21.397328,12.547767,0.470621
1514,7.565,2170.95084,21.402271,12.550116,0.469236
1515,7.57,2169.8063,21.407281,12.552459,0.467828
1516,7.575,2168.77622,21.412289,12.554794,0.466416
1517,7.58,2167.17388,21.41739,12.557123,0.464972
1518,7.585,2166.3727,21.422542,12.559444,0.463508
1519,7.59,2164.88481,21.427651,12.561758,0.462053
1520,7.595,2163.28246,21.432704,12.564065,0.460609
1521,7.6,2161.10785,21.437781,12.566364,0.459153
1522,7.605,2158.24652,21.442855,12.568656,0.457694
1523,7.61,2155.95745,21.44786,12.570941,0.45625
1524,7.615,2152.98166,21.452797,12.573219,0.454822
1525,7.62,2150.6926,21.457626,12.575489,0.453421
1526,7.625,2148.17462,21.462376,12.577753,0.452041
1527,7.63,2146.45782,21.467124,12.58001,0.450656
1528,7.635,2145.31329,21.471883,12.58226,0.449263
1529,7.64,2144.62657,21.47664,12.584502,0.447867
1530,7.645,2144.51212,21.481499,12.586738,0.446435
1531,7.65,2144.16876,21.486445,12.588967,0.444971
1532,7.655,2144.28321,21.491401,12.591188,0.4435
1533,7.66,2144.0543,21.496353,12.593402,0.442025
