Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s]
521,2.6,1861.125662,5.063911,6.044688,2.132201
522,2.605,1838.006089,5.083624,6.055346,2.130989
523,2.61,1826.446302,5.103141,6.065998,2.12979
524,2.615,1814.886516,5.122524,6.076644,2.128598
525,2.62,1872.685449,5.142141,6.087284,2.12739
526,2.625,1861.125662,5.161994,6.097918,2.126167
527,2.63,1838.006089,5.181651,6.108545,2.124956
528,2.635,1826.446302,5.201112,6.119167,2.123756
529,2.64,1791.766942,5.220317,6.129783,2.122572
530,2.645,1745.527795,5.239083,6.140393,2.121416
531,2.65,1757.087582,5.257654,6.150997,2.120272
532,2.655,1768.647369,5.276338,6.161596,2.119119
533,2.66,1641.489715,5.294399,6.172189,2.118006
534,2.665,1699.288648,5.312084,6.182776,2.116917
535,2.67,1768.647369,5.330432,6.193358,2.115785
536,2.675,1907.364809,5.349871,6.203934,2.114581
537,2.68,1861.125662,5.369787,6.214503,2.113346
538,2.685,1918.924596,5.389752,6.225067,2.112107
539,2.69,1907.364809,5.40995,6.235624,2.110852
540,2.695,1907.364809,5.430075,6.246176,2.109601
541,2.7,1895.805023,5.450127,6.25672,2.108355
542,2.705,1884.245236,5.470046,6.267259,2.107116
543,2.71,1872.685449,5.489831,6.277792,2.105885
544,2.715,1838.006089,5.509361,6.288318,2.104669
545,2.72,1722.408222,5.528089,6.298838,2.103505
546,2.725,1676.169075,5.545957,6.309353,2.102396
547,2.73,1699.288648,5.563694,6.319862,2.101295
548,2.735,1733.968009,5.581725,6.330366,2.100174
549,2.74,1838.006089,5.600474,6.340864,2.099006
550,2.745,1768.647369,5.619394,6.351356,2.097826
551,2.75,1884.245236,5.638547,6.361842,2.09663
552,2.755,1918.924596,5.658475,6.372322,2.095384
553,2.76,1988.283316,5.678937,6.382796,2.094101
554,2.765,1884.245236,5.699204,6.393263,2.092831
555,2.77,1942.04417,5.719218,6.403724,2.091576
556,2.775,1930.484383,5.739461,6.414179,2.090306
557,2.78,1942.04417,5.759691,6.424627,2.089035
558,2.785,1907.364809,5.779789,6.435069,2.087773
559,2.79,1838.006089,5.799332,6.445505,2.086545
560,2.795,1838.006089,5.818502,6.455935,2.085342
561,2.8,1791.766942,5.83742,6.466359,2.084154
562,2.805,1768.647369,5.855966,6.476777,2.08299
563,2.81,1745.527795,5.874261,6.487189,2.081842
564,2.815,1826.446302,5.892847,6.497595,2.080673
565,2.82,1895.805023,5.912203,6.507995,2.079454
566,2.825,2034.522463,5.932629,6.518389,2.078164
567,2.83,1988.283316,5.953522,6.528777,2.076842
568,2.835,2034.522463,5.974402,6.539158,2.075521
569,2.84,2069.201823,5.995689,6.549532,2.074171
570,2.845,2034.522463,6.016961,6.559899,2.072822
571,2.85,2022.962677,6.037981,6.57026,2.071489
572,2.855,1942.04417,6.058508,6.580614,2.070187
573,2.86,1976.72353,6.078783,6.590962,2.0689
574,2.865,1895.805023,6.098807,6.601303,2.06763
575,2.87,1884.245236,6.11834,6.611638,2.066391
576,2.875,1826.446302,6.137504,6.621967,2.065176
577,2.88,1826.446302,6.156358,6.63229,2.06398
578,2.885,1826.446302,6.175202,6.642607,2.062784
579,2.89,1918.924596,6.194511,6.652918,2.061557
580,2.895,1942.04417,6.214403,6.663223,2.060291
581,2.9,2022.962677,6.234819,6.673521,2.058989
582,2.905,2057.642037,6.255817,6.683812,2.057647
583,2.91,2092.321397,6.277158,6.694097,2.056282
584,2.915,2127.000757,6.298841,6.704375,2.054893
585,2.92,2080.76161,6.32045,6.714646,2.053509
586,2.925,2173.239904,6.342282,6.72491,2.052108
587,2.93,2161.680117,6.364513,6.735167,2.05068
588,2.935,2138.560544,6.386552,6.745417,2.049264
589,2.94,1999.843103,6.407747,6.75566,2.047903
590,2.945,1988.283316,6.428158,6.765896,2.046593
591,2.95,1930.484383,6.448202,6.776126,2.045307
592,2.955,1895.805023,6.467761,6.786349,2.044052
593,2.96,1942.04417,6.487367,6.796566,2.042793
594,2.965,1988.283316,6.507433,6.806777,2.041503
595,2.97,2069.201823,6.528134,6.816981,2.04017
596,2.975,2092.321397,6.549353,6.827179,2.038801
597,2.98,2069.201823,6.570557,6.837369,2.037432
598,2.985,2150.12033,6.592041,6.847553,2.036043
599,2.99,2265.718198,6.61451,6.85773,2.034588
600,2.995,2219.479051,6.637315,6.867899,2.033108
601,3,2207.919264,6.659811,6.878061,2.031649
602,3.005,2173.239904,6.682055,6.888215,2.030205
603,3.01,2138.560544,6.703932,6.898363,2.028785
604,3.015,2069.201823,6.725267,6.908503,2.0274
605,3.02,1988.283316,6.745825,6.918637,2.026067
606,3.025,1942.04417,6.765727,6.928764,2.024776
607,3.03,1988.283316,6.785616,6.938885,2.023486
608,3.035,2022.962677,6.805901,6.948999,2.022168
609,3.04,1930.484383,6.825881,6.959107,2.02087
610,3.045,2034.522463,6.845906,6.969208,2.019568
611,3.05,2080.76161,6.866677,6.979302,2.018215
612,3.055,2184.799691,6.888191,6.98939,2.016811
613,3.06,2207.919264,6.910331,6.99947,2.015363
614,3.065,2161.680117,6.932339,7.009543,2.013923
615,3.07,2207.919264,6.954332,7.019609,2.012483
616,3.075,2184.799691,6.976424,7.029668,2.011036
617,3.08,2161.680117,6.998269,7.03972,2.009604
618,3.085,2092.321397,7.019634,7.049764,2.008203
619,3.09,2069.201823,7.04052,7.059802,2.006834
620,3.095,2034.522463,7.061101,7.069833,2.005485
621,3.1,2034.522463,7.081496,7.079857,2.004147
622,3.105,1953.603956,7.101471,7.089874,2.002838
623,3.11,1942.04417,7.120971,7.099885,2.001559
624,3.115,1965.163743,7.140516,7.10989,2.000277
625,3.12,1942.04417,7.160048,7.119888,1.998995
626,3.125,2034.522463,7.179915,7.12988,1.997689
627,3.13,2080.76161,7.20046,7.139865,1.996335
628,3.135,2150.12033,7.221568,7.149843,1.994943
629,3.14,2207.919264,7.243296,7.159814,1.993507
630,3.145,2184.799691,7.26518,7.169778,1.992059
631,3.15,2080.76161,7.286416,7.179735,1.990655
632,3.155,2080.76161,7.307119,7.189685,1.989286
633,3.16,2103.881184,7.327923,7.199628,1.987909
634,3.165,1965.163743,7.348139,7.209564,1.986572
635,3.17,1953.603956,7.367595,7.219493,1.985285
636,3.175,1884.245236,7.386637,7.229417,1.984027
637,3.18,1884.245236,7.405323,7.239334,1.982792
638,3.185,1895.805023,7.424055,7.249245,1.981553
639,3.19,1872.685449,7.442718,7.259149,1.980318
640,3.195,1861.125662,7.461197,7.269048,1.979094
641,3.2,1999.843103,7.480294,7.27894,1.977828
642,3.205,1999.843103,7.500064,7.288826,1.976514
643,3.21,2115.44097,7.520392,7.298705,1.975161
644,3.215,2138.560544,7.54139,7.308577,1.97376
645,3.22,2161.680117,7.562601,7.318443,1.972344
646,3.225,2161.680117,7.583912,7.328301,1.97092
647,3.23,2150.12033,7.60515,7.338152,1.9695
648,3.235,2069.201823,7.625917,7.347996,1.968111
649,3.24,2034.522463,7.646102,7.357833,1.966762
650,3.245,2057.642037,7.666216,7.367664,1.965417
651,3.25,2011.40289,7.686202,7.377487,1.964079
652,3.255,1953.603956,7.705665,7.387304,1.962777
653,3.26,1930.484383,7.724718,7.397115,1.961503
654,3.265,1999.843103,7.743985,7.406919,1.960213
655,3.27,2022.962677,7.763692,7.416717,1.958891
656,3.275,2115.44097,7.783952,7.426508,1.95753
657,3.28,2138.560544,7.804762,7.436292,1.956129
658,3.285,2231.038838,7.826123,7.446069,1.954689
659,3.29,2300.397558,7.848258,7.455839,1.953194
660,3.295,2277.277984,7.870603,7.465601,1.951684
661,3.3,2311.957345,7.892986,7.475356,1.950169
662,3.305,2277.277984,7.915351,7.485103,1.948654
663,3.31,2254.158411,7.937419,7.494843,1.947159
664,3.315,2277.277984,7.959469,7.504575,1.945664
665,3.32,2196.359477,7.981221,7.514299,1.944189
666,3.325,2103.881184,8.002115,7.524017,1.942773
667,3.33,2069.201823,8.022376,7.533727,1.9414
668,3.335,2115.44097,8.042679,7.543431,1.940023
669,3.34,2173.239904,8.063472,7.553127,1.938611
670,3.345,2173.239904,8.084529,7.562817,1.937179
671,3.35,2219.479051,8.105795,7.572499,1.935731
672,3.355,2323.517131,8.127771,7.582174,1.934232
673,3.36,2381.316065,8.150512,7.591841,1.932678
674,3.365,2404.435638,8.173626,7.601501,1.931096
675,3.37,2427.555212,8.196944,7.611152,1.929499
676,3.375,2392.875852,8.220187,7.620796,1.927905
677,3.38,2392.875852,8.243244,7.630431,1.926324
678,3.385,2404.435638,8.266337,7.640059,1.924738
679,3.39,2392.875852,8.289412,7.649679,1.923153
680,3.395,2346.636705,8.31219,7.65929,1.921587
681,3.4,2277.277984,8.334394,7.668895,1.92006
682,3.405,2207.919264,8.355915,7.678491,1.918581
683,3.41,2219.479051,8.377143,7.68808,1.917121
684,3.415,2254.158411,8.398576,7.697662,1.915646
685,3.42,2323.517131,8.42049,7.707237,1.914135
686,3.425,2335.076918,8.442774,7.716804,1.912597
687,3.43,2427.555212,8.465537,7.726363,1.911023
688,3.435,2473.794359,8.488944,7.735914,1.909402
689,3.44,2543.153079,8.512882,7.745457,1.907742
690,3.445,2543.153079,8.537129,7.754991,1.906058
691,3.45,2543.153079,8.561356,7.764517,1.904374
692,3.455,2531.593292,8.585505,7.774035,1.902693
693,3.46,2520.033506,8.609524,7.783544,1.901021
694,3.465,2439.114999,8.633083,7.793045,1.89938
695,3.47,2427.555212,8.656182,7.802538,1.897771
696,3.475,2369.756278,8.678933,7.812023,1.896186
697,3.48,2392.875852,8.701501,7.8215,1.894612
698,3.485,2346.636705,8.723941,7.830969,1.893046
699,3.49,2311.957345,8.745979,7.84043,1.891508
700,3.495,2427.555212,8.768382,7.849884,1.889942
701,3.5,2415.995425,8.791257,7.85933,1.88834
702,3.505,2485.354145,8.814385,7.868767,1.886719
703,3.51,2543.153079,8.838093,7.878197,1.885055
704,3.515,2543.153079,8.862053,7.887618,1.883371
705,3.52,2566.272652,8.886099,7.89703,1.881679
706,3.525,2554.712866,8.910178,7.906435,1.879983
707,3.53,2554.712866,8.934182,7.91583,1.878291
708,3.535,2577.832439,8.958272,7.925218,1.876591
709,3.54,2485.354145,8.982015,7.934596,1.874915
710,3.545,2462.234572,9.005196,7.943967,1.873278
711,3.55,2404.435638,9.027978,7.953329,1.871669
712,3.555,2392.875852,9.050416,7.962684,1.870083
713,3.56,2358.196491,9.072619,7.97203,1.868514
714,3.565,2427.555212,9.094965,7.981369,1.866932
715,3.57,2473.794359,9.117831,7.990699,1.865311
716,3.575,2485.354145,9.140947,8.000022,1.86367
717,3.58,2520.033506,9.164257,8.009336,1.862014
718,3.585,2473.794359,9.187493,8.018642,1.860361
719,3.59,2566.272652,9.210923,8.027939,1.858693
720,3.595,2600.952013,9.234923,8.037229,1.856981
721,3.6,2647.191159,9.259276,8.046509,1.855242
722,3.605,2612.511799,9.283659,8.055781,1.853499
723,3.61,2543.153079,9.307539,8.065044,1.851791
724,3.615,2531.593292,9.331021,8.074299,1.850111
725,3.62,2520.033506,9.354376,8.083545,1.848439
726,3.625,2462.234572,9.377389,8.092784,1.84679
727,3.63,2450.674785,9.400062,8.102013,1.845165
728,3.635,2427.555212,9.422555,8.111235,1.843552
729,3.64,2462.234572,9.445082,8.120449,1.841935
730,3.645,2427.555212,9.467589,8.129655,1.840318
731,3.65,2427.555212,9.489916,8.138852,1.838712
732,3.655,2508.473719,9.512596,8.148042,1.83708
733,3.66,2543.153079,9.535786,8.157223,1.835407
734,3.665,2520.033506,9.559008,8.166396,1.833731
735,3.67,2554.712866,9.582261,8.17556,1.832051
736,3.675,2577.832439,9.605758,8.184716,1.830351
737,3.68,2566.272652,9.629286,8.193864,1.828647
738,3.685,2508.473719,9.652475,8.203003,1.826967
739,3.69,2485.354145,9.675274,8.212133,1.825315
740,3.695,2427.555212,9.697683,8.221256,1.82369
741,3.7,2415.995425,9.719756,8.23037,1.822088
742,3.705,2415.995425,9.741757,8.239477,1.820491
743,3.71,2392.875852,9.763634,8.248575,1.818901
744,3.715,2358.196491,9.785229,8.257666,1.817332
745,3.72,2392.875852,9.806806,8.266749,1.815762
746,3.725,2415.995425,9.828625,8.275823,1.814172
747,3.73,2473.794359,9.850793,8.28489,1.812555
748,3.735,2473.794359,9.873202,8.293949,1.810918
749,3.74,2485.354145,9.895643,8.302999,1.809278
750,3.745,2577.832439,9.918534,8.312042,1.807601
751,3.75,2577.832439,9.941822,8.321075,1.805894
752,3.755,2554.712866,9.964983,8.330101,1.804194
753,3.76,2531.593292,9.987914,8.339117,1.80251
754,3.765,2508.473719,10.010616,8.348126,1.800842
755,3.77,2462.234572,10.032984,8.357126,1.799197
756,3.775,2485.354145,10.055228,8.366118,1.79756
757,3.78,2450.674785,10.0774,8.375101,1.795927
758,3.785,2462.234572,10.099448,8.384077,1.794302
759,3.79,2496.913932,10.121683,8.393044,1.792661
760,3.795,2554.712866,10.144312,8.402003,1.790989
761,3.8,2566.272652,10.167231,8.410954,1.789293
762,3.805,2658.750946,10.190592,8.419896,1.787562
763,3.81,2670.310733,10.214395,8.42883,1.785795
764,3.815,2670.310733,10.238226,8.437754,1.784024
765,3.82,2704.990093,10.262189,8.44667,1.782242
766,3.825,2751.22924,10.286487,8.455577,1.780432
767,3.83,2797.468387,10.311172,8.464474,1.77859
768,3.835,2809.028174,10.336088,8.473362,1.776729
769,3.84,2739.669453,10.360721,8.482242,1.774887
770,3.845,2716.54988,10.38492,8.491111,1.773077
771,3.85,2681.87052,10.408837,8.499972,1.771287
772,3.855,2693.430306,10.432628,8.508824,1.769504
773,3.86,2670.310733,10.456344,8.517667,1.767726
774,3.865,2681.87052,10.479985,8.526502,1.765951
775,3.87,2704.990093,10.503755,8.535327,1.764164
776,3.875,2774.348813,10.527909,8.544143,1.762346
777,3.88,2785.9086,10.552394,8.55295,1.760501
778,3.885,2797.468387,10.576955,8.561748,1.758647
779,3.89,2866.827107,10.601845,8.570537,1.756766
780,3.895,2843.707534,10.626912,8.579316,1.75487
781,3.9,2855.26732,10.651901,8.588085,1.752977
782,3.905,2855.26732,10.676913,8.596846,1.75108
783,3.91,2832.147747,10.701798,8.605596,1.749191
784,3.915,2820.58796,10.726504,8.614337,1.747314
785,3.92,2785.9086,10.750981,8.623069,1.745453
786,3.925,2704.990093,10.774929,8.631792,1.743631
787,3.93,2774.348813,10.798802,8.640506,1.741813
788,3.935,2728.109667,10.82275,8.64921,1.739987
789,3.94,2751.22924,10.846572,8.657906,1.738169
790,3.945,2774.348813,10.870571,8.666592,1.736335
791,3.95,2809.028174,10.894794,8.675269,1.734482
792,3.955,2913.066254,10.919592,8.683937,1.732581
793,3.96,2901.506467,10.944764,8.692595,1.730649
794,3.965,2855.26732,10.969658,8.701243,1.728736
795,3.97,2889.946681,10.994474,8.709882,1.726828
796,3.975,2866.827107,11.019312,8.718511,1.724915
797,3.98,2913.066254,11.044223,8.727131,1.722995
798,3.985,2855.26732,11.069056,8.735741,1.721078
799,3.99,2843.707534,11.093564,8.744342,1.719186
800,3.995,2762.789027,11.117648,8.752933,1.717324
801,4,2728.109667,11.141209,8.761515,1.715502
802,4.005,2728.109667,11.164597,8.770088,1.713692
803,4.01,2704.990093,11.187862,8.778652,1.71189
804,4.015,2693.430306,11.210953,8.787207,1.7101
805,4.02,2693.430306,11.233972,8.795753,1.708313
806,4.025,2774.348813,11.257311,8.80429,1.706499
807,4.03,2774.348813,11.28097,8.812818,1.704657
808,4.035,2809.028174,11.304751,8.821337,1.702804
809,4.04,2832.147747,11.328753,8.829846,1.700931
810,4.045,2878.386894,11.353022,8.838346,1.699034
811,4.05,2866.827107,11.377412,8.846836,1.697126
812,4.055,2843.707534,11.401627,8.855317,1.695229
813,4.06,2809.028174,11.42557,8.863789,1.693352
814,4.065,2774.348813,11.449194,8.872251,1.691498
815,4.07,2751.22924,11.472548,8.880704,1.689664
816,4.075,2681.87052,11.495486,8.889148,1.687862
817,4.08,2658.750946,11.51801,8.897583,1.686092
818,4.085,2647.191159,11.540364,8.906009,1.684333
819,4.09,2693.430306,11.562841,8.914426,1.682562
820,4.095,2670.310733,11.585391,8.922834,1.680783
821,4.1,2739.669453,11.608111,8.931234,1.678989
822,4.105,2728.109667,11.631049,8.939624,1.677175
823,4.11,2762.789027,11.65406,8.948005,1.675353
824,4.115,2728.109667,11.677045,8.956378,1.673531
825,4.12,2774.348813,11.700054,8.964741,1.671705
826,4.125,2716.54988,11.72299,8.973095,1.669883
827,4.13,2728.109667,11.745707,8.98144,1.668077
828,4.135,2751.22924,11.768545,8.989775,1.666259
829,4.14,2693.430306,11.791213,8.998102,1.664453
830,4.145,2716.54988,11.813712,9.00642,1.662659
831,4.15,2693.430306,11.836188,9.014729,1.660864
832,4.155,2647.191159,11.858351,9.023029,1.659093
833,4.16,2681.87052,11.880443,9.03132,1.657327
834,4.165,2716.54988,11.902798,9.039602,1.655536
835,4.17,2728.109667,11.92532,9.047875,1.65373
836,4.175,2751.22924,11.947961,9.056139,1.651912
837,4.18,2809.028174,11.970911,9.064394,1.650067
838,4.185,2797.468387,11.994025,9.07264,1.648205
839,4.19,2809.028174,12.017114,9.080876,1.646344
840,4.195,2809.028174,12.040224,9.089103,1.644479
841,4.2,2785.9086,12.063213,9.097321,1.642621
842,4.205,2774.348813,12.086034,9.105529,1.640776
843,4.21,2785.9086,12.108829,9.113729,1.63893
844,4.215,2832.147747,12.131834,9.121919,1.637065
845,4.22,2774.348813,12.154767,9.130099,1.635204
846,4.225,2762.789027,12.17739,9.138271,1.633366
847,4.23,2739.669453,12.199847,9.146433,1.63154
848,4.235,2658.750946,12.221854,9.154586,1.62975
849,4.24,2589.392226,12.243226,9.162731,1.62801
850,4.245,2635.631373,12.26448,9.170866,1.626279
851,4.25,2751.22924,12.286369,9.178993,1.624493
852,4.255,2785.9086,12.308844,9.187111,1.622655
853,4.26,2843.707534,12.331668,9.19522,1.620786
854,4.265,2878.386894,12.35484,9.203319,1.618885
855,4.27,2936.185827,12.378359,9.211409,1.616953
856,4.275,2936.185827,12.402083,9.219488,1.615001
857,4.28,2878.386894,12.425545,9.227559,1.613069
858,4.285,2878.386894,12.448747,9.235619,1.611156
859,4.29,2913.066254,12.47206,9.24367,1.609232
860,4.295,2889.946681,12.495392,9.251711,1.607304
861,4.3,2866.827107,12.518511,9.259743,1.605391
862,4.305,2739.669453,12.540999,9.267766,1.60353
863,4.31,2785.9086,12.563138,9.275779,1.601696
864,4.315,2728.109667,12.585205,9.283782,1.599866
865,4.32,2670.310733,12.606785,9.291777,1.598076
866,4.325,2704.990093,12.628248,9.299763,1.596293
867,4.33,2716.54988,12.649872,9.30774,1.594495
868,4.335,2820.58796,12.671931,9.315708,1.592657
869,4.34,2785.9086,12.694241,9.323667,1.590796
870,4.345,2716.54988,12.716112,9.331616,1.58897
871,4.35,2809.028174,12.738049,9.339556,1.587136
872,4.355,2832.147747,12.760419,9.347487,1.585263
873,4.36,2866.827107,12.782991,9.355409,1.58337
874,4.365,2832.147747,12.805537,9.363321,1.581477
875,4.37,2704.990093,12.827417,9.371224,1.57964
876,4.375,2751.22924,12.848951,9.379118,1.57783
877,4.38,2728.109667,12.870553,9.387002,1.576012
878,4.385,2832.147747,12.892447,9.394878,1.574166
879,4.39,2843.707534,12.914771,9.402744,1.572281
880,4.395,2785.9086,12.936886,9.4106,1.570412
881,4.4,2820.58796,12.958884,9.418448,1.568551
882,4.405,2785.9086,12.980856,9.426286,1.566689
883,4.41,2751.22924,13.002531,9.434115,1.564852
884,4.415,2785.9086,13.02418,9.441935,1.563014
885,4.42,2878.386894,13.0463,9.449745,1.561133
886,4.425,2889.946681,13.068799,9.457546,1.559216
887,4.43,2797.468387,13.090956,9.465337,1.557328
888,4.435,2820.58796,13.112815,9.473119,1.555462
889,4.44,2785.9086,13.134604,9.480892,1.553601
890,4.445,2820.58796,13.156367,9.488655,1.55174
891,4.45,2785.9086,13.178103,9.496409,1.549878
892,4.455,2751.22924,13.199545,9.504154,1.548041
893,4.46,2774.348813,13.220917,9.51189,1.546207
894,4.465,2751.22924,13.242264,9.519616,1.544373
895,4.47,2762.789027,13.26354,9.527333,1.542543
896,4.475,2797.468387,13.28497,9.535041,1.540698
897,4.48,2832.147747,13.30664,9.54274,1.538829
898,4.485,2878.386894,13.328596,9.55043,1.536932
899,4.49,2924.626041,13.350879,9.558109,1.535004
900,4.495,2878.386894,13.373134,9.56578,1.533075
901,4.5,2901.506467,13.395272,9.57344,1.531155
902,4.505,2878.386894,13.417383,9.581091,1.529235
903,4.51,2878.386894,13.439378,9.588733,1.527322
904,4.515,2785.9086,13.460993,9.596365,1.525441
905,4.52,2762.789027,13.482141,9.603987,1.523599
906,4.525,2762.789027,13.503175,9.611601,1.521766
907,4.53,2832.147747,13.524448,9.619205,1.519908
908,4.535,2820.58796,13.545913,9.6268,1.518031
909,4.54,2785.9086,13.567178,9.634385,1.51617
910,4.545,2820.58796,13.588415,9.641961,1.514309
911,4.55,2855.26732,13.609889,9.649528,1.512424
912,4.555,2924.626041,13.63173,9.657085,1.510503
913,4.56,2959.305401,13.653934,9.664633,1.508547
914,4.565,2924.626041,13.676111,9.672171,1.506591
915,4.57,2970.865188,13.698301,9.679699,1.504632
916,4.575,2970.865188,13.720637,9.687217,1.502656
917,4.58,2889.946681,13.74264,9.694726,1.500708
918,4.585,2832.147747,13.764094,9.702224,1.498807
919,4.59,2820.58796,13.785262,9.709714,1.49693
920,4.595,2728.109667,13.806014,9.717194,1.495089
921,4.6,2635.631373,13.826051,9.724665,1.49331
922,4.605,2554.712866,13.845417,9.732127,1.491591
923,4.61,2624.071586,13.864717,9.739581,1.489875
924,4.615,2681.87052,13.884468,9.747026,1.488116
925,4.62,2681.87052,13.904411,9.754462,1.486338
926,4.625,2785.9086,13.924716,9.761889,1.484524
927,4.63,2820.58796,13.94551,9.769307,1.482662
928,4.635,2936.185827,13.966835,9.776715,1.48075
929,4.64,2913.066254,13.988474,9.784114,1.478806
930,4.645,2970.865188,14.010212,9.791503,1.47685
931,4.65,2959.305401,14.032092,9.798883,1.474878
932,4.655,2913.066254,14.053731,9.806252,1.472926
933,4.66,2843.707534,14.074915,9.813612,1.471014
934,4.665,2693.430306,14.095266,9.820963,1.469176
935,4.67,2647.191159,14.11487,9.828304,1.467405
936,4.675,2577.832439,14.134027,9.835637,1.465674
937,4.68,2577.832439,14.152907,9.842961,1.463966
938,4.685,2635.631373,14.171977,9.850276,1.462239
939,4.69,2589.392226,14.191066,9.857583,1.460508
940,4.695,2635.631373,14.210133,9.864881,1.458776
941,4.7,2728.109667,14.229682,9.872171,1.456998
942,4.705,2866.827107,14.250048,9.879451,1.45514
943,4.71,2947.745614,14.271186,9.886722,1.453208
944,4.715,2982.424974,14.292716,9.893983,1.451236
945,4.72,2936.185827,14.314175,9.901234,1.449269
946,4.725,2947.745614,14.335479,9.908476,1.447313
947,4.73,2889.946681,14.356587,9.915708,1.445373
948,4.735,2866.827107,14.377375,9.92293,1.44346
949,4.74,2809.028174,14.397844,9.930142,1.441575
950,4.745,2716.54988,14.417746,9.937346,1.439742
951,4.75,2681.87052,14.437165,9.94454,1.437951
952,4.755,2681.87052,14.456435,9.951725,1.436173
953,4.76,2635.631373,14.475515,9.958902,1.43441
954,4.765,2670.310733,14.494531,9.966069,1.432651
955,4.77,2716.54988,14.513812,9.973228,1.430864
956,4.775,2774.348813,14.533441,9.980378,1.429042
957,4.78,2913.066254,14.553747,9.987518,1.427154
958,4.785,2947.745614,14.574643,9.994649,1.425206
959,4.79,3005.544548,14.59584,10.00177,1.423226
960,4.795,3040.223908,14.617336,10.008881,1.421215
961,4.8,3017.104335,14.638842,10.015982,1.4192
962,4.805,3028.664121,14.660277,10.023073,1.417189
963,4.81,2982.424974,14.68156,10.030154,1.41519
964,4.815,2866.827107,14.70224,10.037225,1.413246
965,4.82,2855.26732,14.722444,10.044287,1.411345
966,4.825,2809.028174,14.742416,10.051339,1.409464
967,4.83,2785.9086,14.762118,10.058382,1.407607
968,4.835,2785.9086,14.781712,10.065415,1.405757
969,4.84,2774.348813,14.80124,10.072439,1.403912
970,4.845,2866.827107,14.821026,10.079454,1.402039
971,4.85,2982.424974,14.841514,10.086459,1.400095
972,4.855,3086.463055,14.862741,10.093455,1.398076
973,4.86,3190.501135,14.884663,10.10044,1.395986
974,4.865,3202.060922,14.906956,10.107415,1.393857
975,4.87,3178.941349,14.929175,10.114379,1.391732
976,4.875,3144.261988,14.951159,10.121332,1.389626
977,4.88,3132.702202,14.972949,10.128275,1.387536
978,4.885,3086.463055,14.994506,10.135207,1.385466
979,4.89,3063.343481,15.015791,10.14213,1.38342
980,4.895,2970.865188,15.036646,10.149042,1.381413
981,4.9,2855.26732,15.056753,10.155944,1.379477
982,4.905,2774.348813,15.076155,10.162837,1.377607
983,4.91,2716.54988,15.095053,10.16972,1.375785
984,4.915,2797.468387,15.114006,10.176594,1.373956
985,4.92,2913.066254,15.133607,10.183459,1.372059
986,4.925,3028.664121,15.153973,10.190315,1.370083
987,4.93,3109.582628,15.174982,10.19716,1.368041
988,4.935,3155.821775,15.196394,10.203995,1.365955
989,4.94,3248.300069,15.218246,10.21082,1.363822
990,4.945,3282.979429,15.240497,10.217633,1.361645
991,4.95,3248.300069,15.262712,10.224436,1.359469
992,4.955,3213.620709,15.284657,10.231228,1.357316
993,4.96,3155.821775,15.306254,10.238009,1.355195
994,4.965,3063.343481,15.327308,10.24478,1.353125
995,4.97,2924.626041,15.34755,10.251541,1.351134
996,4.975,2843.707534,15.367021,10.258292,1.349217
997,4.98,2832.147747,15.386152,10.265033,1.347332
998,4.985,2820.58796,15.405179,10.271765,1.345455
999,4.99,2820.58796,15.424141,10.278488,1.343582
1000,4.995,2820.58796,15.443076,10.285201,1.341709
1001,5,2970.865188,15.462488,10.291904,1.339785
1002,5.005,3109.582628,15.482838,10.298598,1.337762
1003,5.01,3190.501135,15.503892,10.305282,1.335664
1004,5.015,3190.501135,15.525182,10.311955,1.333539
1005,5.02,3144.261988,15.546285,10.318617,1.331429
1006,5.025,3202.060922,15.567392,10.325269,1.329316
1007,5.03,3202.060922,15.588657,10.33191,1.327183
1008,5.035,3132.702202,15.609659,10.338541,1.325073
1009,5.04,3017.104335,15.630016,10.345161,1.323027
1010,5.045,2924.626041,15.649655,10.351772,1.321051
1011,5.05,2797.468387,15.668539,10.358372,1.319151
1012,5.055,2739.669453,15.686787,10.364963,1.317313
1013,5.06,2728.109667,15.704782,10.371545,1.315499
1014,5.065,2809.028174,15.722979,10.378118,1.313661
1015,5.07,2855.26732,15.741568,10.384682,1.31178
1016,5.075,2936.185827,15.760547,10.391236,1.309856
1017,5.08,2970.865188,15.779876,10.39778,1.307892
1018,5.085,2993.984761,15.799365,10.404315,1.305909
1019,5.09,3086.463055,15.8192,10.410839,1.303886
1020,5.095,3155.821775,15.839532,10.417353,1.301808
1021,5.1,3132.702202,15.859982,10.423857,1.299714
1022,5.105,3028.664121,15.879986,10.430351,1.297664
1023,5.11,2970.865188,15.899435,10.436834,1.295669
1024,5.115,2901.506467,15.918442,10.443307,1.293717
1025,5.12,2785.9086,15.936824,10.449771,1.291828
1026,5.125,2728.109667,15.954619,10.456226,1.289998
1027,5.13,2716.54988,15.972166,10.462671,1.288192
1028,5.135,2681.87052,15.989539,10.469108,1.286401
1029,5.14,2693.430306,16.006814,10.475535,1.284619
1030,5.145,2762.789027,16.024325,10.481954,1.282809
1031,5.15,2913.066254,16.042514,10.488363,1.280924
1032,5.155,2993.984761,16.061415,10.494763,1.27896
1033,5.16,3098.022842,16.080878,10.501153,1.276933
1034,5.165,3098.022842,16.100642,10.507532,1.274871
1035,5.17,3178.941349,16.120631,10.513901,1.272781
