Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s]
51,0.25,312.114242,0.107,0.604639,2.416421
52,0.255,288.994668,0.110631,0.61672,2.416265
53,0.26,277.434882,0.114053,0.628801,2.416121
54,0.265,254.315308,0.117265,0.640882,2.415989
55,0.27,265.875095,0.120407,0.652961,2.415861
56,0.275,231.195735,0.123409,0.66504,2.415741
57,0.28,161.837014,0.125782,0.677119,2.415656
58,0.285,173.396801,0.127807,0.689197,2.415591
59,0.29,150.277228,0.129761,0.701275,2.415529
60,0.295,92.478294,0.131227,0.713352,2.415496
61,0.3,115.597867,0.132484,0.72543,2.415474
62,0.305,161.837014,0.134159,0.737507,2.415428
63,0.31,184.956588,0.136253,0.749584,2.415359
64,0.315,173.396801,0.138417,0.761661,2.415286
65,0.32,208.076161,0.14072,0.773737,2.415205
66,0.325,231.195735,0.143373,0.785813,2.415105
67,0.33,219.635948,0.146095,0.797888,2.415
68,0.335,265.875095,0.149026,0.809963,2.414884
69,0.34,242.755521,0.152097,0.822037,2.414759
70,0.345,231.195735,0.154958,0.83411,2.414647
71,0.35,242.755521,0.157819,0.846183,2.414534
72,0.355,115.597867,0.159982,0.858256,2.414461
73,0.36,127.157654,0.161447,0.870328,2.414428
74,0.365,138.717441,0.163052,0.8824,2.414386
75,0.37,115.597867,0.164587,0.894472,2.414348
76,0.375,92.478294,0.165843,0.906543,2.414327
77,0.38,138.717441,0.167238,0.918615,2.414297
78,0.385,196.516375,0.169262,0.930686,2.414232
79,0.39,196.516375,0.171634,0.942757,2.414147
80,0.395,242.755521,0.174285,0.954828,2.414046
81,0.4,242.755521,0.177215,0.966898,2.41393
82,0.405,277.434882,0.180354,0.978967,2.413802
83,0.41,265.875095,0.183633,0.991036,2.413665
84,0.415,312.114242,0.18712,1.003104,2.413518
85,0.42,288.994668,0.190747,1.015171,2.413362
86,0.425,231.195735,0.193885,1.027237,2.413234
87,0.43,231.195735,0.196675,1.039303,2.413125
88,0.435,196.516375,0.199255,1.051369,2.413028
89,0.44,196.516375,0.201626,1.063433,2.412943
90,0.445,208.076161,0.204067,1.075498,2.412855
91,0.45,196.516375,0.206507,1.087562,2.412766
92,0.455,196.516375,0.208878,1.099626,2.412681
93,0.46,231.195735,0.211458,1.111689,2.412584
94,0.465,254.315308,0.214386,1.123751,2.412468
95,0.47,219.635948,0.217245,1.135813,2.412355
96,0.475,300.554455,0.220382,1.147875,2.412227
97,0.48,346.793602,0.224285,1.159936,2.412056
98,0.485,358.353389,0.228537,1.171995,2.411864
99,0.49,335.233815,0.232719,1.184054,2.411677
100,0.495,288.994668,0.236483,1.196112,2.411513
101,0.5,265.875095,0.239828,1.208169,2.411373
102,0.505,300.554455,0.243242,1.220226,2.411229
103,0.51,242.755521,0.246517,1.232282,2.411093
104,0.515,265.875095,0.249583,1.244337,2.410969
105,0.52,277.434882,0.252858,1.256391,2.410833
106,0.525,312.114242,0.256411,1.268445,2.410681
107,0.53,277.434882,0.259964,1.280498,2.410529
108,0.535,312.114242,0.263517,1.292551,2.410377
109,0.54,323.674028,0.267348,1.304602,2.41021
110,0.545,369.913175,0.271527,1.316653,2.410022
111,0.55,393.032749,0.276123,1.328702,2.409811
112,0.555,404.592535,0.280929,1.340751,2.409589
113,0.56,450.831682,0.286081,1.352798,2.409346
114,0.565,462.391469,0.291582,1.364844,2.409084
115,0.57,462.391469,0.297151,1.376889,2.408818
116,0.575,427.712109,0.302511,1.388932,2.408564
117,0.58,427.712109,0.307662,1.400974,2.408321
118,0.585,393.032749,0.312603,1.413016,2.408091
119,0.59,404.592535,0.317405,1.425055,2.407868
120,0.595,404.592535,0.322275,1.437094,2.407641
121,0.6,416.152322,0.327215,1.449132,2.407411
122,0.605,439.271896,0.332363,1.461168,2.407168
123,0.61,439.271896,0.33765,1.473203,2.406918
124,0.615,450.831682,0.343006,1.485237,2.406664
125,0.62,473.951256,0.34857,1.49727,2.406398
126,0.625,508.630616,0.354481,1.509301,2.406112
127,0.63,543.309976,0.360808,1.521331,2.405802
128,0.635,566.42955,0.367482,1.533359,2.405473
129,0.64,554.869763,0.374225,1.545386,2.40514
130,0.645,566.42955,0.380966,1.557411,2.404807
131,0.65,543.309976,0.387638,1.569434,2.404478
132,0.655,543.309976,0.394169,1.581456,2.404157
133,0.66,520.190403,0.400561,1.593476,2.403844
134,0.665,520.190403,0.406813,1.605494,2.403538
135,0.67,508.630616,0.412994,1.617511,2.403237
136,0.675,520.190403,0.419175,1.629526,2.402935
137,0.68,554.869763,0.425633,1.64154,2.402618
138,0.685,531.750189,0.432159,1.653553,2.402297
139,0.69,554.869763,0.438685,1.665563,2.401975
140,0.695,589.549123,0.445557,1.677572,2.401634
141,0.7,566.42955,0.452497,1.68958,2.40129
142,0.705,624.228483,0.459644,1.701585,2.400933
143,0.71,589.549123,0.466929,1.713589,2.400568
144,0.715,577.989336,0.473935,1.725591,2.40022
145,0.72,624.228483,0.481149,1.737591,2.399859
146,0.725,577.989336,0.488361,1.749589,2.399498
147,0.73,554.869763,0.495156,1.761586,2.399161
148,0.735,601.10891,0.502089,1.773581,2.398817
149,0.74,589.549123,0.509229,1.785574,2.39846
150,0.745,589.549123,0.516299,1.797566,2.398107
151,0.75,601.10891,0.523436,1.809555,2.39775
152,0.755,589.549123,0.530573,1.821543,2.397394
153,0.76,612.668696,0.537778,1.833529,2.397033
154,0.765,658.907843,0.545397,1.845513,2.396649
155,0.77,612.668696,0.553016,1.857496,2.396265
156,0.775,601.10891,0.560286,1.869476,2.3959
157,0.78,635.78827,0.567695,1.881455,2.395528
158,0.785,682.027417,0.575586,1.893431,2.395128
159,0.79,705.14699,0.583891,1.905406,2.394704
160,0.795,658.907843,0.592057,1.917378,2.394288
161,0.8,624.228483,0.599737,1.929349,2.3939
162,0.805,624.228483,0.607208,1.941317,2.393524
163,0.81,566.42955,0.614332,1.953284,2.393167
164,0.815,612.668696,0.621386,1.965249,2.392814
165,0.82,566.42955,0.628439,1.977212,2.392462
166,0.825,543.309976,0.635076,1.989174,2.392133
167,0.83,601.10891,0.64192,2.001134,2.391792
168,0.835,624.228483,0.649246,2.013092,2.391423
169,0.84,647.348057,0.656847,2.025048,2.391039
170,0.845,612.668696,0.664379,2.037002,2.390659
171,0.85,624.228483,0.671771,2.048954,2.390286
172,0.855,624.228483,0.67923,2.060905,2.38991
173,0.86,635.78827,0.686758,2.072853,2.38953
174,0.865,682.027417,0.69463,2.0848,2.38913
175,0.87,635.78827,0.7025,2.096745,2.38873
176,0.875,624.228483,0.710024,2.108687,2.388349
177,0.88,612.668696,0.717409,2.120628,2.387977
178,0.885,612.668696,0.724724,2.132567,2.387608
179,0.89,577.989336,0.73183,2.144504,2.387252
180,0.895,577.989336,0.738729,2.15644,2.386907
181,0.9,577.989336,0.745626,2.168373,2.386562
182,0.905,566.42955,0.752454,2.180305,2.386221
183,0.91,589.549123,0.75935,2.192236,2.385876
184,0.915,635.78827,0.766658,2.204164,2.385508
185,0.92,624.228483,0.774172,2.216091,2.385127
186,0.925,658.907843,0.781822,2.228015,2.384739
187,0.93,658.907843,0.789678,2.239938,2.384339
188,0.935,693.587203,0.797739,2.251859,2.383927
189,0.94,682.027417,0.805937,2.263777,2.383508
190,0.945,670.46763,0.813995,2.275694,2.383096
191,0.95,705.14699,0.82219,2.287608,2.382676
192,0.955,624.228483,0.830108,2.299521,2.382272
193,0.96,589.549123,0.837337,2.311431,2.381908
194,0.965,601.10891,0.844426,2.32334,2.381551
195,0.97,658.907843,0.851928,2.335247,2.381171
196,0.975,658.907843,0.859772,2.347151,2.380771
197,0.98,658.907843,0.867615,2.359054,2.380371
198,0.985,658.907843,0.875456,2.370955,2.379971
199,0.99,682.027417,0.883434,2.382854,2.379563
200,0.995,670.46763,0.891479,2.394751,2.379151
201,1,693.587203,0.899592,2.406645,2.378735
202,1.005,751.386137,0.908184,2.418538,2.378292
203,1.01,716.706777,0.916912,2.430428,2.377841
204,1.015,739.82635,0.92557,2.442316,2.377394
205,1.02,774.505711,0.934569,2.454202,2.376927
206,1.025,762.945924,0.943704,2.466086,2.376452
207,1.03,728.266564,0.952563,2.477967,2.375993
208,1.035,716.706777,0.961145,2.489846,2.375549
209,1.04,728.266564,0.969726,2.501722,2.375106
210,1.045,739.82635,0.978442,2.513597,2.374655
211,1.05,786.065497,0.9875,2.525469,2.374184
212,1.055,751.386137,0.996625,2.537338,2.373709
213,1.06,774.505711,1.005679,2.549206,2.373238
214,1.065,762.945924,1.0148,2.561071,2.372763
215,1.07,820.744857,1.024193,2.572933,2.372273
216,1.075,832.304644,1.033996,2.584794,2.371758
217,1.08,809.185071,1.043728,2.596651,2.371248
218,1.085,843.864431,1.053526,2.608506,2.370734
219,1.09,878.543791,1.063733,2.620358,2.370196
220,1.095,866.984004,1.074075,2.632208,2.36965
221,1.1,878.543791,1.084415,2.644055,2.369105
222,1.105,901.663364,1.094957,2.655899,2.368547
223,1.11,878.543791,1.105497,2.66774,2.36799
224,1.115,855.424218,1.115761,2.679579,2.367448
225,1.12,855.424218,1.125886,2.691415,2.366914
226,1.125,866.984004,1.136077,2.703248,2.366376
227,1.13,878.543791,1.146402,2.715079,2.36583
228,1.135,855.424218,1.156656,2.726906,2.365288
229,1.14,890.103578,1.166977,2.738731,2.364743
230,1.145,901.663364,1.177568,2.750554,2.364181
231,1.15,936.342725,1.18843,2.762373,2.363604
232,1.155,936.342725,1.199495,2.77419,2.363015
233,1.16,982.581872,1.210829,2.786003,2.36241
234,1.165,936.342725,1.222161,2.797814,2.361805
235,1.17,971.022085,1.233422,2.809621,2.361204
236,1.175,924.782938,1.244611,2.821426,2.360607
237,1.18,947.902511,1.255662,2.833227,2.360018
238,1.185,936.342725,1.266777,2.845026,2.359425
239,1.19,947.902511,1.27789,2.856822,2.358832
240,1.195,971.022085,1.289205,2.868614,2.358228
241,1.2,994.141658,1.300789,2.880404,2.357607
242,1.205,1005.701445,1.312575,2.89219,2.356975
243,1.21,947.902511,1.324085,2.903974,2.356358
244,1.215,982.581872,1.335456,2.915754,2.355749
245,1.22,994.141658,1.347096,2.927531,2.355125
246,1.225,1028.821018,1.359005,2.939305,2.354484
247,1.23,1017.261232,1.371047,2.951076,2.353836
248,1.235,1017.261232,1.383018,2.962844,2.353192
249,1.24,1051.940592,1.395189,2.974608,2.352536
250,1.245,1051.940592,1.407561,2.986369,2.351868
251,1.25,1063.500379,1.419997,2.998127,2.351196
252,1.255,1075.060165,1.432566,3.009881,2.350517
253,1.26,1051.940592,1.445063,3.021632,2.349841
254,1.265,1040.380805,1.457353,3.033379,2.349177
255,1.27,1051.940592,1.469639,3.045124,2.348513
256,1.275,1005.701445,1.481718,3.056864,2.347861
257,1.28,1028.821018,1.493659,3.068602,2.347217
258,1.285,982.581872,1.50546,3.080337,2.346581
259,1.29,1005.701445,1.517123,3.092068,2.345952
260,1.295,1051.940592,1.529189,3.103796,2.3453
261,1.3,1109.739525,1.541861,3.115521,2.344613
262,1.305,1121.299312,1.554937,3.127242,2.343901
263,1.31,1098.179739,1.56794,3.13896,2.343194
264,1.315,1098.179739,1.580805,3.150674,2.342495
265,1.32,1086.619952,1.593597,3.162385,2.341799
266,1.325,1086.619952,1.606319,3.174092,2.341108
267,1.33,1086.619952,1.619036,3.185796,2.340416
268,1.335,1109.739525,1.631885,3.197496,2.339717
269,1.34,1086.619952,1.644731,3.209193,2.339018
270,1.345,1040.380805,1.657167,3.220887,2.338342
271,1.35,1086.619952,1.669599,3.232577,2.337666
272,1.355,1017.261232,1.681893,3.244263,2.336998
273,1.36,1017.261232,1.693778,3.255947,2.336354
274,1.365,1075.060165,1.705997,3.267627,2.33569
275,1.37,1075.060165,1.71855,3.279303,2.335007
276,1.375,1051.940592,1.730965,3.290977,2.334331
277,1.38,1098.179739,1.743511,3.302647,2.333647
278,1.385,1109.739525,1.75639,3.314313,2.332944
279,1.39,1132.859099,1.769468,3.325976,2.332229
280,1.395,1132.859099,1.782676,3.337635,2.331506
281,1.4,1132.859099,1.79588,3.349291,2.330783
282,1.405,1144.418886,1.809148,3.360943,2.330056
283,1.41,1132.859099,1.822411,3.372592,2.329329
284,1.415,1144.418886,1.83567,3.384237,2.328602
285,1.42,1109.739525,1.848791,3.395878,2.327883
286,1.425,1121.299312,1.861773,3.407515,2.327172
287,1.43,1121.299312,1.874818,3.41915,2.326457
288,1.435,1086.619952,1.887658,3.43078,2.325754
289,1.44,1132.859099,1.900561,3.442407,2.325046
290,1.445,1109.739525,1.913594,3.45403,2.324331
291,1.45,1144.418886,1.926691,3.46565,2.323612
292,1.455,1132.859099,1.939917,3.477267,2.322885
293,1.46,1144.418886,1.95314,3.488879,2.322158
294,1.465,1121.299312,1.966291,3.500488,2.321435
295,1.47,1155.978672,1.979506,3.512094,2.320709
296,1.475,1155.978672,1.992917,3.523695,2.31997
297,1.48,1155.978672,2.006324,3.535293,2.319231
298,1.485,1121.299312,2.019526,3.546888,2.318504
299,1.49,1167.538459,2.03279,3.558478,2.317773
300,1.495,1132.859099,2.046118,3.570065,2.317038
301,1.5,1155.978672,2.059374,3.581649,2.316308
302,1.505,1167.538459,2.072827,3.593228,2.315565
303,1.51,1155.978672,2.086275,3.604804,2.314822
304,1.515,1167.538459,2.099719,3.616377,2.31408
305,1.52,1179.098246,2.113293,3.627945,2.313329
306,1.525,1190.658032,2.126996,3.63951,2.312571
307,1.53,1155.978672,2.14056,3.651071,2.31182
308,1.535,1225.337393,2.154321,3.662628,2.311058
309,1.54,1202.217819,2.168344,3.674181,2.31028
310,1.545,1225.337393,2.182363,3.685731,2.309501
311,1.55,1248.456966,2.196643,3.697276,2.308708
312,1.555,1260.016753,2.211119,3.708818,2.307902
313,1.56,1260.016753,2.225657,3.720355,2.307092
314,1.565,1283.136326,2.240322,3.731889,2.306275
315,1.57,1271.57654,2.255049,3.743418,2.305453
316,1.575,1271.57654,2.269704,3.754943,2.304636
317,1.58,1294.696113,2.284488,3.766464,2.30381
318,1.585,1294.696113,2.299399,3.777981,2.302977
319,1.59,1271.57654,2.314171,3.789494,2.302152
320,1.595,1306.2559,2.329005,3.801003,2.301322
321,1.6,1306.2559,2.344033,3.812507,2.300481
322,1.605,1340.93526,2.359254,3.824008,2.299628
323,1.61,1340.93526,2.37467,3.835504,2.298763
324,1.615,1387.174407,2.390345,3.846995,2.297883
325,1.62,1398.734193,2.406346,3.858482,2.296983
326,1.625,1364.054833,2.422208,3.869965,2.29609
327,1.63,1375.61462,2.437931,3.881443,2.295206
328,1.635,1387.174407,2.453781,3.892917,2.294313
329,1.64,1375.61462,2.469625,3.904386,2.293421
330,1.645,1410.29398,2.485595,3.915851,2.292521
331,1.65,1398.734193,2.501691,3.927312,2.291613
332,1.655,1387.174407,2.517648,3.938767,2.290713
333,1.66,1387.174407,2.533533,3.950219,2.289816
334,1.665,1433.413554,2.549677,3.961666,2.288904
335,1.67,1456.533127,2.56621,3.973108,2.287968
336,1.675,1456.533127,2.582869,3.984545,2.287025
337,1.68,1468.092914,2.599588,3.995978,2.286077
338,1.685,1468.092914,2.616365,4.007406,2.285126
339,1.69,1514.332061,2.633399,4.018829,2.284159
340,1.695,1456.533127,2.650361,4.030248,2.283196
341,1.7,1479.6527,2.667117,4.041661,2.282244
342,1.705,1549.011421,2.684394,4.05307,2.281261
343,1.71,1514.332061,2.70186,4.064474,2.280266
344,1.715,1537.451634,2.719254,4.075873,2.279276
345,1.72,1525.891847,2.736706,4.087267,2.278281
346,1.725,1549.011421,2.754215,4.098655,2.277282
347,1.73,1525.891847,2.771718,4.110039,2.276283
348,1.735,1537.451634,2.789146,4.121418,2.275289
349,1.74,1514.332061,2.806502,4.132792,2.274298
350,1.745,1606.810354,2.824244,4.144161,2.273283
351,1.75,1560.571208,2.842241,4.155525,2.272253
352,1.755,1549.011421,2.859901,4.166884,2.271243
353,1.76,1525.891847,2.877357,4.178238,2.270244
354,1.765,1549.011421,2.894805,4.189586,2.269245
355,1.77,1606.810354,2.912704,4.20093,2.268219
356,1.775,1606.810354,2.930923,4.212268,2.267173
357,1.78,1583.690781,2.949003,4.223602,2.266135
358,1.785,1618.370141,2.967139,4.23493,2.265093
359,1.79,1629.929928,2.985529,4.246253,2.264035
360,1.795,1629.929928,3.003976,4.25757,2.262973
361,1.8,1629.929928,3.022414,4.268882,2.261912
362,1.805,1572.130994,3.040517,4.280189,2.26087
363,1.81,1595.250568,3.058415,4.291491,2.259839
364,1.815,1629.929928,3.076632,4.302788,2.258789
365,1.82,1641.489715,3.095101,4.314079,2.257724
366,1.825,1676.169075,3.113823,4.325365,2.256642
367,1.83,1629.929928,3.13247,4.336645,2.255565
368,1.835,1583.690781,3.150587,4.347921,2.254519
369,1.84,1641.489715,3.168761,4.35919,2.253469
370,1.845,1641.489715,3.187252,4.370455,2.252399
371,1.85,1618.370141,3.205604,4.381714,2.251338
372,1.855,1606.810354,3.223752,4.392969,2.250288
373,1.86,1641.489715,3.242022,4.404217,2.24923
374,1.865,1653.049501,3.260543,4.415461,2.248156
375,1.87,1653.049501,3.27912,4.426699,2.247079
376,1.875,1629.929928,3.297558,4.437932,2.246009
377,1.88,1653.049501,3.315988,4.449159,2.24494
378,1.885,1618.370141,3.334344,4.460381,2.243874
379,1.89,1664.609288,3.352756,4.471598,2.242804
380,1.895,1641.489715,3.371289,4.482809,2.241727
381,1.9,1664.609288,3.389813,4.494015,2.240649
382,1.905,1653.049501,3.408392,4.505216,2.239568
383,1.91,1653.049501,3.426898,4.516411,2.238491
384,1.915,1676.169075,3.445525,4.5276,2.237405
385,1.92,1664.609288,3.464207,4.538785,2.236316
386,1.925,1664.609288,3.482816,4.549964,2.235231
387,1.93,1687.728861,3.501544,4.561137,2.234137
388,1.935,1710.848435,3.520522,4.572305,2.233028
389,1.94,1745.527795,3.539812,4.583467,2.2319
390,1.945,1687.728861,3.558964,4.594624,2.230779
391,1.95,1710.848435,3.577913,4.605775,2.22967
392,1.955,1722.408222,3.597046,4.616921,2.228549
393,1.96,1768.647369,3.616491,4.62806,2.227408
394,1.965,1745.527795,3.636054,4.639195,2.22626
395,1.97,1733.968008,3.655415,4.650323,2.225124
396,1.975,1733.968008,3.674702,4.661446,2.223991
397,1.98,1745.527795,3.694043,4.672563,2.222854
398,1.985,1699.288648,3.713181,4.683674,2.22173
399,1.99,1757.087582,3.732374,4.69478,2.220601
400,1.995,1757.087582,3.751878,4.70588,2.219453
401,2,1768.647369,3.771436,4.716975,2.2183
402,2.005,1803.326729,3.79124,4.728063,2.217132
403,2.01,1826.446302,3.811354,4.739146,2.215944
404,2.015,1757.087582,3.831201,4.750223,2.214772
405,2.02,1768.647369,3.850718,4.761294,2.21362
406,2.025,1791.766942,3.870416,4.772359,2.212456
407,2.03,1884.245236,3.890743,4.783418,2.211252
408,2.035,1884.245236,3.91157,4.794472,2.210017
409,2.04,1872.685449,3.932321,4.805519,2.208786
410,2.045,1849.565876,3.95287,4.816559,2.207567
411,2.05,1849.565876,3.973279,4.827594,2.206356
412,2.055,1861.125662,3.993741,4.838623,2.20514
413,2.06,1895.805022,4.014447,4.849646,2.203909
414,2.065,1907.364809,4.035395,4.860662,2.202662
415,2.07,1918.924596,4.056459,4.871672,2.201407
416,2.075,1907.364809,4.077512,4.882676,2.200153
417,2.08,1884.245236,4.098361,4.893674,2.19891
418,2.085,1861.125662,4.118945,4.904665,2.197683
419,2.09,1861.125662,4.13939,4.915651,2.196463
420,2.095,1895.805022,4.160014,4.92663,2.195232
421,2.1,1918.924596,4.180943,4.937603,2.193982
422,2.105,1942.044169,4.202114,4.94857,2.192715
423,2.11,1953.603956,4.223463,4.95953,2.191437
424,2.115,1976.723529,4.24499,4.970484,2.190146
425,2.12,2011.40289,4.266819,4.981431,2.188837
426,2.125,1999.843103,4.288763,4.992372,2.187519
427,2.13,1999.843103,4.31063,5.003307,2.186205
428,2.135,1999.843103,4.332483,5.014234,2.184891
429,2.14,2034.522463,4.354513,5.025155,2.183566
430,2.145,2046.08225,4.376782,5.03607,2.182224
431,2.15,2022.962676,4.398974,5.046978,2.180887
432,2.155,2022.962676,4.421027,5.057879,2.179557
433,2.16,2022.962676,4.443066,5.068773,2.178228
434,2.165,2057.642037,4.46528,5.079661,2.176886
435,2.17,2022.962676,4.487481,5.090542,2.175545
436,2.175,2069.201823,4.509731,5.101417,2.174199
437,2.18,2115.44097,4.532469,5.112284,2.172823
438,2.185,2080.76161,4.555256,5.123145,2.171442
439,2.19,2092.321397,4.577903,5.133998,2.170069
440,2.195,2127.000757,4.600786,5.144845,2.16868
441,2.2,2115.44097,4.62378,5.155685,2.167284
442,2.205,2069.201823,4.646446,5.166518,2.165907
443,2.21,2092.321397,4.668972,5.177344,2.164538
444,2.215,2115.44097,4.691735,5.188164,2.163153
445,2.22,2138.560544,4.714732,5.198976,2.161753
446,2.225,2127.000757,4.737778,5.209781,2.160348
447,2.23,2103.881183,4.760621,5.220579,2.158956
448,2.235,2103.881183,4.783324,5.231371,2.157571
449,2.24,2161.680117,4.806325,5.242155,2.156167
450,2.245,2173.239904,4.829684,5.252932,2.154739
451,2.25,2184.79969,4.853153,5.263702,2.153303
452,2.255,2207.919264,4.876792,5.274465,2.151855
453,2.26,2138.560544,4.900167,5.285221,2.150423
454,2.265,2138.560544,4.923153,5.29597,2.149015
455,2.27,2161.680117,4.946249,5.306711,2.147598
456,2.275,2115.44097,4.969205,5.317446,2.14619
457,2.28,2173.239904,4.992208,5.328173,2.144778
458,2.285,2150.12033,5.015382,5.338893,2.143354
459,2.29,2219.479051,5.038788,5.349607,2.141914
460,2.295,2196.359477,5.062426,5.360312,2.140458
461,2.3,2207.919264,5.085986,5.371011,2.139007
462,2.305,2150.12033,5.109283,5.381703,2.137571
463,2.31,2184.79969,5.132441,5.392387,2.136143
464,2.315,2207.919264,5.155891,5.403064,2.134695
465,2.32,2242.598624,5.179634,5.413734,2.133227
466,2.325,2184.79969,5.203238,5.424396,2.131768
467,2.33,2150.12033,5.226333,5.435051,2.13034
468,2.335,2161.680117,5.249289,5.4457,2.12892
469,2.34,2150.12033,5.27223,5.456341,2.127499
470,2.345,2196.359477,5.29534,5.466975,2.126067
471,2.35,2196.359477,5.31868,5.477601,2.12462
472,2.355,2242.598624,5.34225,5.488221,2.123156
473,2.36,2254.158411,5.36611,5.498833,2.121673
474,2.365,2254.158411,5.390014,5.509437,2.120186
475,2.37,2219.479051,5.413718,5.520035,2.118711
476,2.375,2242.598624,5.437345,5.530625,2.117239
477,2.38,2242.598624,5.461077,5.541207,2.11576
478,2.385,2242.598624,5.484793,5.551782,2.114281
479,2.39,2300.397558,5.508797,5.56235,2.112782
480,2.395,2335.076918,5.533273,5.57291,2.111251
481,2.4,2300.397558,5.55773,5.583462,2.109721
482,2.405,2254.158411,5.581744,5.594007,2.108218
483,2.41,2242.598624,5.605436,5.604545,2.106735
484,2.415,2265.718197,5.629172,5.615075,2.105248
485,2.42,2300.397558,5.653196,5.625597,2.103741
486,2.425,2242.598624,5.67708,5.636112,2.102242
487,2.43,2242.598624,5.700645,5.646619,2.100763
488,2.435,2242.598624,5.724192,5.65712,2.099283
489,2.44,2265.718197,5.747844,5.667612,2.097796
490,2.445,2265.718197,5.771601,5.678098,2.096301
491,2.45,2335.076918,5.795704,5.688575,2.094783
492,2.455,2323.517131,5.820092,5.699045,2.093244
493,2.46,2404.435638,5.844824,5.709508,2.091682
494,2.465,2346.636705,5.869659,5.719962,2.090113
495,2.47,2335.076918,5.894113,5.730409,2.088566
496,2.475,2358.196491,5.91861,5.740848,2.087016
497,2.48,2335.076918,5.943088,5.751279,2.085466
498,2.485,2288.837771,5.967187,5.761702,2.08394
499,2.49,2288.837771,5.991027,5.772118,2.082429
500,2.495,2335.076918,6.015091,5.782527,2.080902
501,2.5,2358.196491,6.039497,5.792927,2.079352
502,2.505,2311.957344,6.063766,5.80332,2.07781
503,2.51,2311.957344,6.087776,5.813706,2.076283
504,2.515,2358.196491,6.112008,5.824083,2.074741
505,2.52,2335.076918,6.136342,5.834453,2.073191
506,2.525,2404.435638,6.160898,5.844815,2.071625
507,2.53,2404.435638,6.185794,5.855169,2.070036
508,2.535,2427.555212,6.21079,5.865515,2.068438
509,2.54,2462.234572,6.236066,5.875853,2.066821
510,2.545,2462.234572,6.261501,5.886183,2.065192
511,2.55,2427.555212,6.286737,5.896505,2.063575
512,2.555,2381.316065,6.311536,5.906819,2.061985
513,2.56,2439.114998,6.336375,5.917125,2.060392
514,2.565,2404.435638,6.361315,5.927423,2.058791
515,2.57,2427.555212,6.386175,5.937713,2.057193
516,2.575,2415.995425,6.411076,5.947995,2.055592
517,2.58,2462.234572,6.436135,5.958269,2.053979
518,2.585,2473.794358,6.461471,5.968535,2.052346
519,2.59,2462.234572,6.486787,5.978792,2.050713
520,2.595,2404.435638,6.511728,5.989042,2.049104
521,2.6,2473.794358,6.536708,5.999284,2.047491
522,2.605,2543.153079,6.562378,6.009517,2.04583
523,2.61,2554.712866,6.58844,6.019742,2.044142
524,2.615,2543.153079,6.614481,6.029958,2.042454
525,2.62,2554.712866,6.640501,6.040166,2.040766
