Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s]
526,2.625,2589.392226,6.666735,6.050366,2.039062
527,2.63,2508.473719,6.692711,6.060557,2.037374
528,2.635,2554.712866,6.71849,6.07074,2.035698
529,2.64,2531.593292,6.744364,6.080914,2.034014
530,2.645,2543.153079,6.770159,6.09108,2.032334
531,2.65,2531.593292,6.795932,6.101237,2.030654
532,2.655,2496.913932,6.82145,6.111386,2.028989
533,2.66,2450.674785,6.846536,6.121527,2.027353
534,2.665,2508.473719,6.871661,6.13166,2.025712
535,2.67,2566.272652,6.89735,6.141784,2.024032
536,2.675,2635.631373,6.923661,6.1519,2.022308
537,2.68,2612.511799,6.950183,6.162007,2.020569
538,2.685,2612.511799,6.976565,6.172106,2.018838
539,2.69,2577.832439,7.00275,6.182196,2.017118
540,2.695,2508.473719,7.028389,6.192277,2.015434
541,2.7,2415.995425,7.053192,6.20235,2.013805
542,2.705,2404.435638,7.077451,6.212415,2.012212
543,2.71,2404.435638,7.101632,6.222472,2.010622
544,2.715,2520.033505,7.126375,6.232521,2.008993
545,2.72,2624.071586,7.1522,6.242562,2.00729
546,2.725,2600.952012,7.178409,6.252594,2.005558
547,2.73,2520.033505,7.204074,6.262618,2.003862
548,2.735,2589.392226,7.22966,6.272633,2.00217
549,2.74,2589.392226,7.255571,6.282639,2.000455
550,2.745,2624.071586,7.281633,6.292637,1.998727
551,2.75,2728.109666,7.308365,6.302627,1.996953
552,2.755,2670.310733,7.335304,6.312607,1.995162
553,2.76,2693.430306,7.362045,6.322578,1.993384
554,2.765,2577.832439,7.388303,6.332541,1.991637
555,2.77,2543.153079,7.41379,6.342495,1.989941
556,2.775,2520.033505,7.438968,6.35244,1.988265
557,2.78,2520.033505,7.46401,6.362377,1.986596
558,2.785,2520.033505,7.489031,6.372306,1.984928
559,2.79,2554.712866,7.514203,6.382227,1.983248
560,2.795,2554.712866,7.539525,6.392139,1.981556
561,2.8,2624.071586,7.565169,6.402042,1.97984
562,2.805,2635.631373,7.591191,6.411937,1.978097
563,2.81,2635.631373,7.617247,6.421823,1.97635
564,2.815,2739.669453,7.643794,6.4317,1.974567
565,2.82,2809.028173,7.671172,6.441569,1.972726
566,2.825,2843.707534,7.699037,6.451428,1.970849
567,2.83,2762.789026,7.726648,6.461277,1.968987
568,2.835,2774.348813,7.753891,6.471117,1.96715
569,2.84,2716.54988,7.780882,6.480949,1.965328
570,2.845,2693.430306,7.807451,6.490771,1.963534
571,2.85,2658.750946,7.833712,6.500584,1.961759
572,2.855,2670.310733,7.859837,6.510388,1.959992
573,2.86,2681.870519,7.88605,6.520184,1.958217
574,2.865,2716.54988,7.912466,6.529971,1.956427
575,2.87,2728.109666,7.939084,6.539748,1.954621
576,2.875,2728.109666,7.965734,6.549517,1.952811
577,2.88,2774.348813,7.992584,6.559276,1.950985
578,2.885,2832.147747,8.019917,6.569026,1.949124
579,2.89,2889.94668,8.047786,6.578767,1.947223
580,2.895,2901.506467,8.075965,6.588499,1.945298
581,2.9,2889.94668,8.104116,6.59822,1.943374
582,2.905,2855.26732,8.132015,6.607932,1.941466
583,2.91,2832.147747,8.159607,6.617635,1.939577
584,2.915,2797.468387,8.186891,6.627328,1.937707
585,2.92,2681.870519,8.213423,6.637012,1.935889
586,2.925,2670.310733,8.239314,6.646687,1.934115
587,2.93,2600.952012,8.26479,6.656353,1.932368
588,2.935,2577.832439,8.289798,6.666011,1.930652
589,2.94,2635.631373,8.31495,6.67566,1.928925
590,2.945,2716.54988,8.340748,6.6853,1.92715
591,2.95,2693.430306,8.3668,6.694931,1.925356
592,2.955,2785.9086,8.393162,6.704554,1.923538
593,2.96,2843.707534,8.42022,6.714167,1.921669
594,2.965,2913.066254,8.447863,6.72377,1.919756
595,2.97,2820.58796,8.475368,6.733364,1.917851
596,2.975,2774.348813,8.50218,6.742949,1.915994
597,2.98,2751.22924,8.528635,6.752524,1.91416
598,2.985,2751.22924,8.554954,6.76209,1.912334
599,2.99,2716.54988,8.581082,6.771648,1.91052
600,2.995,2670.310733,8.6068,6.781196,1.908734
601,3,2612.511799,8.631997,6.790735,1.906983
602,3.005,2554.712866,8.65662,6.800266,1.905271
603,3.01,2635.631373,8.681332,6.809788,1.903552
604,3.015,2704.990093,8.706735,6.819301,1.901781
605,3.02,2716.54988,8.732499,6.828805,1.899983
606,3.025,2716.54988,8.758294,6.838301,1.89818
607,3.03,2785.9086,8.784393,6.847787,1.896355
608,3.035,2820.58796,8.81096,6.857264,1.894493
609,3.04,2889.94668,8.837992,6.866732,1.892596
610,3.045,2947.745614,8.865599,6.87619,1.890656
611,3.05,2889.94668,8.893178,6.885639,1.888716
612,3.055,2820.58796,8.920128,6.895077,1.88682
613,3.06,2728.109666,8.946289,6.904507,1.884978
614,3.065,2728.109666,8.971989,6.913927,1.883168
615,3.07,2704.990093,8.997555,6.923339,1.881366
616,3.075,2704.990093,9.022989,6.932741,1.879571
617,3.08,2647.191159,9.048126,6.942134,1.877797
618,3.085,2716.54988,9.073294,6.951519,1.876018
619,3.09,2762.789026,9.09898,6.960894,1.8742
620,3.095,2797.468387,9.12502,6.970261,1.872354
621,3.1,2855.26732,9.151466,6.979618,1.870477
622,3.105,2947.745614,9.178588,6.988966,1.868549
623,3.11,2993.984761,9.206329,6.998303,1.866573
624,3.115,2993.984761,9.234257,7.007631,1.864582
625,3.12,2959.305401,9.261993,7.016949,1.862603
626,3.125,2889.94668,9.289216,7.026257,1.860659
627,3.13,2878.386894,9.316035,7.035556,1.858742
628,3.135,2670.310733,9.341806,7.044845,1.856901
629,3.14,2693.430306,9.366694,7.054125,1.855122
630,3.145,2704.990093,9.391719,7.063396,1.853332
631,3.15,2843.707534,9.417415,7.072658,1.85149
632,3.155,2647.191159,9.442819,7.081911,1.849668
633,3.16,2658.750946,9.467343,7.091155,1.847909
634,3.165,2762.789026,9.492376,7.10039,1.846111
635,3.17,2924.626041,9.518612,7.109616,1.844222
636,3.175,3051.783694,9.546151,7.118832,1.842235
637,3.18,3167.381562,9.574777,7.128038,1.840164
638,3.185,3202.060922,9.604063,7.137234,1.838043
639,3.19,3190.501135,9.63342,7.146418,1.835914
640,3.195,3132.702202,9.662426,7.155593,1.833809
641,3.2,3040.223908,9.69071,7.164757,1.831754
642,3.205,3005.544548,9.718381,7.17391,1.829743
643,3.21,2970.865187,9.745704,7.183054,1.827756
644,3.215,3028.664121,9.773103,7.192188,1.825761
645,3.22,2855.26732,9.799946,7.201312,1.823805
646,3.225,2843.707534,9.825917,7.210426,1.821912
647,3.23,2924.626041,9.852177,7.219531,1.819995
648,3.235,3005.544548,9.879144,7.228626,1.818024
649,3.24,3028.664121,9.906555,7.237711,1.816017
650,3.245,3040.223908,9.934092,7.246786,1.813998
651,3.25,3202.060922,9.962384,7.255851,1.81192
652,3.255,3236.740282,9.991534,7.264905,1.809775
653,3.26,3236.740282,10.020805,7.273949,1.807618
654,3.265,3225.180495,10.049989,7.282981,1.805466
655,3.27,3236.740282,10.079139,7.292003,1.803313
656,3.275,3248.300069,10.108358,7.301014,1.801152
657,3.28,3236.740282,10.137542,7.310015,1.798991
658,3.285,3178.941348,10.166379,7.319004,1.796854
659,3.29,3051.783694,10.194352,7.327984,1.79478
660,3.295,2739.669453,10.220325,7.336953,1.792856
661,3.3,2624.071586,10.244355,7.345912,1.791077
662,3.305,2589.392226,10.267688,7.354863,1.78935
663,3.31,2762.789026,10.291618,7.363806,1.787575
664,3.315,3017.104334,10.317433,7.372739,1.785655
665,3.32,3063.343481,10.344562,7.381662,1.783632
666,3.325,3155.821775,10.372277,7.390575,1.781562
667,3.33,3190.501135,10.400526,7.399478,1.779449
668,3.335,3271.419642,10.429255,7.408369,1.777296
669,3.34,3282.979429,10.45836,7.41725,1.775112
670,3.345,3329.218576,10.487685,7.426121,1.772908
671,3.35,3225.180495,10.516718,7.43498,1.770723
672,3.355,3202.060922,10.545153,7.443828,1.768582
673,3.36,2947.745614,10.572329,7.452666,1.766536
674,3.365,2762.789026,10.597536,7.461494,1.764639
675,3.37,2635.631373,10.62134,7.470312,1.762849
676,3.375,2577.832439,10.644305,7.479122,1.761121
677,3.38,2670.310733,10.6674,7.487924,1.759382
678,3.385,2681.870519,10.690929,7.496716,1.757607
679,3.39,2728.109666,10.714689,7.5055,1.755813
680,3.395,2866.827107,10.739235,7.514274,1.753956
681,3.4,2959.305401,10.764767,7.523039,1.752019
682,3.405,2970.865187,10.790727,7.531794,1.750048
683,3.41,3051.783694,10.817062,7.540539,1.748045
684,3.415,3121.142415,10.844022,7.549274,1.74599
685,3.42,3144.261988,10.871354,7.557999,1.743905
686,3.425,3098.022841,10.898553,7.566713,1.741827
687,3.43,3074.903268,10.925417,7.575417,1.739772
688,3.435,2947.745614,10.951598,7.584111,1.737769
689,3.44,2751.22924,10.976343,7.592795,1.735876
690,3.445,2624.071586,10.999659,7.60147,1.734094
691,3.45,2485.354145,11.021799,7.610137,1.732402
692,3.455,2543.153079,11.043567,7.618794,1.730738
693,3.46,2612.511799,11.065863,7.627444,1.72903
694,3.465,2658.750946,11.088637,7.636085,1.727283
695,3.47,2820.58796,11.112285,7.644716,1.725465
696,3.475,2878.386894,11.136855,7.653339,1.723572
697,3.48,2970.865187,11.162045,7.661952,1.721628
698,3.485,3028.664121,11.187852,7.670555,1.719633
699,3.49,3074.903268,11.214076,7.679148,1.717602
700,3.495,3144.261988,11.240765,7.687731,1.715532
701,3.5,3109.582628,11.26757,7.696304,1.71345
702,3.505,3086.463055,11.294096,7.704866,1.711388
703,3.51,2855.26732,11.319503,7.713418,1.709412
704,3.515,2728.109666,11.343352,7.72196,1.707559
705,3.52,2600.952012,11.366089,7.730494,1.705792
706,3.525,2635.631373,11.388409,7.739018,1.704057
707,3.53,2658.750946,11.410952,7.747534,1.702302
708,3.535,2751.22924,11.433963,7.756041,1.700507
709,3.54,2832.147747,11.457687,7.764539,1.698654
710,3.545,3074.903268,11.482757,7.773027,1.69669
711,3.55,3074.903268,11.508827,7.781506,1.694644
712,3.555,3259.859855,11.535648,7.789974,1.692534
713,3.56,3259.859855,11.563217,7.798431,1.690362
714,3.565,3456.37623,11.59158,7.806877,1.688122
715,3.57,3502.615377,11.620929,7.815312,1.6858
716,3.575,3398.577296,11.649994,7.823735,1.683498
717,3.58,3294.539216,11.678145,7.832147,1.681266
718,3.585,3167.381562,11.705289,7.840548,1.679113
719,3.59,3028.664121,11.731283,7.848938,1.677051
720,3.595,2889.94668,11.756083,7.857319,1.675084
721,3.6,2843.707534,11.78008,7.865689,1.673179
722,3.605,2936.185827,11.804243,7.87405,1.671258
723,3.61,3121.142415,11.829536,7.882402,1.669244
724,3.615,3121.142415,11.85557,7.890743,1.667166
725,3.62,3259.859855,11.882148,7.899073,1.66504
726,3.625,3248.300069,11.909221,7.907393,1.662872
727,3.63,3387.017509,11.936786,7.915702,1.66066
728,3.635,3479.495803,11.965274,7.923999,1.658369
729,3.64,3583.533884,11.994536,7.932285,1.656012
730,3.645,3514.175163,12.023899,7.94056,1.653642
731,3.65,3456.37623,12.052696,7.948822,1.651316
732,3.655,3178.941348,12.080071,7.957073,1.649104
733,3.66,2970.865187,12.10541,7.965313,1.647058
734,3.665,2797.468387,12.129149,7.973544,1.645141
735,3.67,2774.348813,12.152052,7.981765,1.643292
736,3.675,2762.789026,12.174787,7.989977,1.641454
737,3.68,2855.26732,12.197828,7.998179,1.639589
738,3.685,2936.185827,12.221553,8.006373,1.637665
739,3.69,3040.223908,12.246007,8.014556,1.635677
740,3.695,3121.142415,12.271186,8.022729,1.633627
741,3.7,3248.300069,12.297182,8.030892,1.631506
742,3.705,3444.816443,12.324462,8.039044,1.629274
743,3.71,3525.73495,12.352834,8.047185,1.626948
744,3.715,3548.854523,12.381588,8.055313,1.624586
745,3.72,3398.577296,12.409785,8.06343,1.622268
746,3.725,3294.539216,12.436912,8.071536,1.620037
747,3.73,3098.02284,12.462786,8.079631,1.617907
748,3.735,2886.09342,12.486898,8.087716,1.615924
749,3.74,2827.52383,12.509348,8.095791,1.614078
750,3.745,2810.67957,12.531212,8.103857,1.61228
751,3.75,2818.01912,12.553285,8.111913,1.610462
752,3.755,2860.52177,12.57552,8.119961,1.608628
753,3.76,2899.72804,12.597775,8.128,1.606791
754,3.765,2916.14886,12.620283,8.136029,1.604929
755,3.77,2872.26701,12.643089,8.144049,1.60304
756,3.775,2783.47496,12.666562,8.152059,1.601092
757,3.78,2718.20128,12.690978,8.16006,1.599062
758,3.785,2679.35752,12.715823,8.16805,1.596992
759,3.79,2667.53638,12.740683,8.17603,1.594918
760,3.795,2666.02933,12.765281,8.183999,1.592863
761,3.8,2671.10796,12.789341,8.191958,1.590852
762,3.805,2654.27619,12.81181,8.199908,1.588975
763,3.81,2615.31417,12.832005,8.207849,1.587291
764,3.815,2569.90573,12.849704,8.215781,1.58582
765,3.82,2537.21697,12.865784,8.223707,1.584486
766,3.825,2517.95867,12.881758,8.231626,1.583161
767,3.83,2512.70291,12.898358,8.239539,1.58178
768,3.835,2517.07635,12.915402,8.247444,1.58036
769,3.84,2514.38205,12.933342,8.255342,1.578861
770,3.845,2499.12751,12.952359,8.263232,1.577267
771,3.85,2471.90705,12.972313,8.271114,1.575591
772,3.855,2452.03476,12.992837,8.278988,1.573864
773,3.86,2439.115,13.013657,8.286853,1.572109
774,3.865,2441.0066,13.035497,8.294709,1.570263
775,3.87,2448.03834,13.056995,8.302556,1.568445
776,3.875,2455.37707,13.077291,8.310394,1.56673
777,3.88,2448.21122,13.096163,8.318223,1.565136
778,3.885,2439.66546,13.113162,8.326045,1.563704
779,3.89,2427.9109,13.128882,8.333861,1.562383
780,3.895,2421.17145,13.143777,8.341669,1.561132
781,3.9,2422.69675,13.157983,8.349472,1.55994
782,3.905,2430.16023,13.172493,8.357269,1.558721
783,3.91,2437.68982,13.187802,8.365059,1.557431
784,3.915,2436.64891,13.203908,8.372843,1.55607
785,3.92,2429.95725,13.220719,8.38062,1.554645
786,3.925,2417.16604,13.238143,8.388389,1.553166
787,3.93,2408.57433,13.25685,8.396151,1.551573
788,3.935,2402.34652,13.276569,8.403905,1.549889
789,3.94,2404.02765,13.296758,8.41165,1.548161
790,3.945,2403.50554,13.316523,8.419386,1.546469
791,3.95,2402.74713,13.335507,8.427115,1.544844
792,3.955,2395.79756,13.353491,8.434835,1.543306
793,3.96,2385.16933,13.370119,8.442548,1.541886
794,3.965,2372.79833,13.385264,8.450254,1.540596
795,3.97,2364.87018,13.399372,8.457954,1.539396
796,3.975,2361.93299,13.413602,8.465648,1.538185
797,3.98,2361.97345,13.42871,8.473336,1.536894
798,3.985,2355.44961,13.44447,8.481017,1.535545
799,3.99,2350.75702,13.46066,8.488691,1.534157
800,3.995,2347.09452,13.478164,8.496358,1.53265
801,4,2342.28748,13.497243,8.504017,1.531001
802,4.005,2336.79372,13.517319,8.511668,1.529262
803,4.01,2329.69761,13.537505,8.51931,1.527511
804,4.015,2320.99916,13.557887,8.526943,1.52574
805,4.02,2311.61398,13.578203,8.534567,1.523973
806,4.025,2302.91553,13.597131,8.542183,1.522329
807,4.03,2292.84364,13.614149,8.549791,1.520853
808,4.035,2282.42838,13.630579,8.557392,1.519429
809,4.04,2273.38657,13.647126,8.564985,1.517993
810,4.045,2266.63382,13.663394,8.572572,1.516581
811,4.05,2260.5678,13.67899,8.580151,1.515228
812,4.055,2255.18849,13.694615,8.587724,1.513871
813,4.06,2253.01388,13.711276,8.59529,1.512419
814,4.065,2253.9295,13.728881,8.602848,1.510881
815,4.07,2257.93537,13.747559,8.610398,1.509244
816,4.075,2261.02561,13.766957,8.61794,1.50754
817,4.08,2262.74241,13.787203,8.625474,1.505758
818,4.085,2262.2846,13.808165,8.632998,1.503908
819,4.09,2262.05569,13.828493,8.640513,1.502114
820,4.095,2258.16428,13.84728,8.648019,1.500457
821,4.1,2253.01388,13.865266,8.655517,1.498872
822,4.105,2247.40566,13.882757,8.663008,1.497329
823,4.11,2243.74316,13.899063,8.670491,1.495893
824,4.115,2239.85174,13.913972,8.677967,1.494584
825,4.12,2235.0447,13.928349,8.685437,1.493321
826,4.125,2233.3279,13.943231,8.6929,1.492011
827,4.13,2233.21345,13.95866,8.700357,1.49065
828,4.135,2236.18924,13.974247,8.707807,1.489273
829,4.14,2239.9662,13.99025,8.71525,1.487857
830,4.145,2243.51425,14.007612,8.722685,1.486315
831,4.15,2247.86348,14.025986,8.730113,1.484678
832,4.155,2252.55606,14.044211,8.737532,1.483053
833,4.16,2254.04396,14.06186,8.744943,1.481479
834,4.165,2254.61622,14.079533,8.752347,1.479901
835,4.17,2253.24278,14.097059,8.759742,1.478335
836,4.175,2252.44161,14.113798,8.76713,1.47684
837,4.18,2250.61036,14.129199,8.774511,1.475468
838,4.185,2247.29121,14.143435,8.781885,1.474201
839,4.19,2243.85761,14.157445,8.789253,1.472954
840,4.195,2241.56854,14.171104,8.796615,1.471739
841,4.2,2241.11073,14.184326,8.80397,1.470563
842,4.205,2240.76737,14.197835,8.81132,1.469359
843,4.21,2242.71308,14.212436,8.818664,1.468053
844,4.215,2245.80332,14.228168,8.826001,1.466641
845,4.22,2250.95372,14.244436,8.83333,1.465178
846,4.225,2255.18849,14.26111,8.840652,1.463675
847,4.23,2258.851,14.278401,8.847967,1.462113
848,4.235,2260.10998,14.296096,8.855273,1.460511
849,4.24,2261.25452,14.313729,8.862572,1.458914
850,4.245,2260.22444,14.330922,8.869863,1.457356
851,4.25,2257.01974,14.34755,8.877146,1.455849
852,4.255,2252.89942,14.363698,8.884421,1.454386
853,4.26,2248.5502,14.379158,8.89169,1.452985
854,4.265,2245.80332,14.393471,8.898951,1.451691
855,4.27,2241.9119,14.407184,8.906207,1.450452
856,4.275,2239.9662,14.421178,8.913456,1.449186
857,4.28,2241.45409,14.435536,8.920698,1.447884
858,4.285,2245.23105,14.450133,8.927934,1.446558
859,4.29,2247.29121,14.465509,8.935164,1.445157
860,4.295,2249.58028,14.482248,8.942386,1.443627
861,4.3,2252.32716,14.499844,8.9496,1.442014
862,4.305,2256.10412,14.517462,8.956806,1.440397
863,4.31,2256.90529,14.53506,8.964004,1.43878
864,4.315,2256.10412,14.552887,8.971194,1.437139
865,4.32,2253.47169,14.570695,8.978375,1.435498
866,4.325,2250.15254,14.587819,8.985549,1.43392
867,4.33,2246.26113,14.604014,8.992715,1.432429
868,4.335,2240.53846,14.619488,8.999873,1.431005
869,4.34,2235.50252,14.634658,9.007025,1.429609
870,4.345,2233.55681,14.649401,9.014169,1.428252
871,4.35,2233.55681,14.663346,9.021307,1.426969
872,4.355,2232.98454,14.677525,9.028439,1.425663
873,4.36,2234.24353,14.692762,9.035564,1.424255
874,4.365,2237.56268,14.708888,9.042681,1.42276
875,4.37,2242.71308,14.725531,9.049791,1.421214
876,4.375,2246.71894,14.742649,9.056893,1.41962
877,4.38,2248.89356,14.760361,9.063987,1.417968
878,4.385,2250.03809,14.778463,9.071073,1.416276
879,4.39,2251.18262,14.796257,9.07815,1.414611
880,4.395,2250.267,14.813091,9.085219,1.413038
881,4.4,2246.94785,14.829376,9.092281,1.411515
882,4.405,2243.51425,14.84544,9.099334,1.410012
883,4.41,2241.683,14.860754,9.106381,1.40858
884,4.415,2240.53846,14.87532,9.11342,1.407219
885,4.42,2238.70721,14.889588,9.120453,1.405886
886,4.425,2238.4783,14.904004,9.127479,1.404536
887,4.43,2240.1951,14.918812,9.134498,1.403148
888,4.435,2244.65878,14.933889,9.141511,1.401732
889,4.44,2249.58028,14.949315,9.148516,1.40028
890,4.445,2254.27286,14.965533,9.155513,1.398749
891,4.45,2260.22444,14.98242,9.162503,1.397152
892,4.455,2266.06156,14.999288,9.169485,1.395555
893,4.46,2269.95297,15.016097,9.176459,1.393961
894,4.465,2271.21196,15.032886,9.183424,1.392368
895,4.47,2271.55532,15.049455,9.190382,1.390794
896,4.475,2271.78422,15.065483,9.197332,1.389271
897,4.48,2270.75414,15.081093,9.204275,1.387788
898,4.485,2269.1518,15.096446,9.21121,1.386329
899,4.49,2266.74828,15.111502,9.218138,1.384897
900,4.495,2266.17601,15.126143,9.225059,1.383504
901,4.5,2266.86273,15.14045,9.231974,1.382143
902,4.505,2268.69398,15.155102,9.238881,1.380746
903,4.51,2270.75414,15.170257,9.245781,1.379299
904,4.515,2274.64556,15.185993,9.252674,1.377792
905,4.52,2280.48268,15.20207,9.259559,1.37625
906,4.525,2285.06081,15.218368,9.266436,1.374684
907,4.53,2288.15105,15.235281,9.273305,1.373055
908,4.535,2290.66902,15.252453,9.280167,1.371398
909,4.54,2293.187,15.269287,9.287019,1.369773
910,4.545,2293.75926,15.285705,9.293864,1.368188
911,4.55,2292.27137,15.302105,9.300701,1.366602
912,4.555,2289.63894,15.318407,9.30753,1.365024
913,4.56,2287.80769,15.334059,9.314352,1.36351
914,4.565,2285.86198,15.349065,9.321166,1.362058
915,4.57,2283.34401,15.363739,9.327972,1.360638
916,4.575,2281.51276,15.378516,9.334772,1.359206
917,4.58,2282.08502,15.393513,9.341564,1.35775
918,4.585,2283.91628,15.408455,9.34835,1.356298
919,4.59,2285.97644,15.423655,9.355127,1.354819
920,4.595,2287.12097,15.439581,9.361898,1.353265
921,4.6,2289.41004,15.455841,9.36866,1.351676
922,4.605,2292.61473,15.471847,9.375414,1.35011
923,4.61,2293.53036,15.487835,9.382161,1.348544
924,4.615,2292.38582,15.504077,9.3889,1.34695
925,4.62,2290.78348,15.520377,9.39563,1.345349
926,4.625,2289.18113,15.536425,9.402353,1.343771
927,4.63,2286.09089,15.551912,9.409068,1.342249
928,4.635,2281.62721,15.566915,9.415776,1.340773
929,4.64,2277.62134,15.581709,9.422476,1.339318
930,4.645,2275.10337,15.596177,9.429169,1.337894
931,4.65,2273.95884,15.61036,9.435855,1.336497
932,4.655,2272.8143,15.624604,9.442534,1.335093
933,4.66,2272.12758,15.639219,9.449206,1.333649
934,4.665,2273.38657,15.654088,9.455871,1.332178
935,4.67,2274.64556,15.668979,9.462528,1.330702
936,4.675,2275.90454,15.684046,9.469177,1.329207
937,4.68,2275.67564,15.699594,9.47582,1.327661
938,4.685,2275.44673,15.715507,9.482454,1.326075
939,4.69,2274.3022,15.73144,9.48908,1.324486
940,4.695,2272.47094,15.747239,9.495699,1.322908
941,4.7,2268.92289,15.763057,9.502309,1.321327
942,4.705,2265.60374,15.778857,9.508912,1.319745
943,4.71,2262.62796,15.794218,9.515507,1.318207
944,4.715,2259.42326,15.809029,9.522094,1.316723
945,4.72,2256.33302,15.823671,9.528674,1.315256
946,4.725,2253.9295,15.838449,9.535247,1.313773
947,4.73,2253.24278,15.853134,9.541812,1.312297
948,4.735,2252.89942,15.867765,9.54837,1.310826
949,4.74,2253.47169,15.882304,9.55492,1.309363
950,4.745,2253.58614,15.897128,9.561463,1.307868
951,4.75,2255.07404,15.912578,9.567999,1.306306
952,4.755,2256.56193,15.92831,9.574526,1.304712
953,4.76,2257.1342,15.944062,9.581046,1.303115
954,4.765,2256.79084,15.959869,9.587558,1.301509
955,4.77,2255.53185,15.975882,9.594061,1.299881
956,4.775,2254.73068,15.991575,9.600556,1.298283
957,4.78,2253.35724,16.006611,9.607044,1.296753
958,4.785,2250.267,16.021293,9.613524,1.295258
959,4.79,2246.94785,16.035996,9.619997,1.293759
960,4.795,2245.45996,16.050756,9.626462,1.292252
961,4.8,2244.42988,16.065424,9.632919,1.290753
962,4.805,2243.17089,16.079815,9.639369,1.289282
963,4.81,2242.48417,16.094114,9.645812,1.287818
964,4.815,2243.28534,16.10862,9.652247,1.286331
965,4.82,2244.54433,16.12311,9.658675,1.284844
966,4.825,2246.14668,16.13762,9.665096,1.283353
967,4.83,2246.71894,16.15252,9.671509,1.281818
968,4.835,2246.94785,16.167773,9.677914,1.280245
969,4.84,2247.40566,16.182859,9.684311,1.278687
970,4.845,2246.49004,16.197447,9.690701,1.27718
971,4.85,2244.20097,16.211723,9.697083,1.275704
972,4.855,2241.79745,16.225946,9.703458,1.274233
973,4.86,2239.9662,16.239931,9.709825,1.272785
974,4.865,2237.79158,16.25346,9.716186,1.271385
975,4.87,2235.61697,16.266974,9.722539,1.269984
976,4.875,2232.87009,16.280802,9.728886,1.268548
977,4.88,2231.72556,16.294579,9.735225,1.267116
978,4.885,2231.84001,16.307974,9.741557,1.265724
979,4.89,2232.06892,16.321428,9.747882,1.264323
980,4.895,2232.64118,16.335231,9.7542,1.262884
981,4.9,2233.67126,16.349092,9.760511,1.261436
982,4.905,2235.0447,16.3629,9.766814,1.259992
983,4.91,2235.96033,16.376657,9.773111,1.258552
984,4.915,2236.41814,16.390506,9.7794,1.257101
985,4.92,2235.84588,16.404303,9.785682,1.255653
986,4.925,2235.38806,16.417831,9.791956,1.254233
987,4.93,2234.35798,16.431018,9.798224,1.252848
988,4.935,2232.06892,16.444081,9.804485,1.251475
989,4.94,2230.12321,16.457094,9.810739,1.250106
990,4.945,2228.52086,16.469913,9.816986,1.248757
991,4.95,2227.71969,16.482681,9.823226,1.247411
992,4.955,2226.34625,16.49558,9.82946,1.24605
993,4.96,2225.20172,16.508644,9.835687,1.24467
994,4.965,2224.7439,16.521694,9.841907,1.243289
995,4.97,2225.08726,16.534694,9.84812,1.241912
996,4.975,2225.20172,16.54775,9.854326,1.240527
997,4.98,2225.65953,16.561079,9.860525,1.239111
998,4.985,2225.77398,16.574679,9.866717,1.237663
999,4.99,2225.54508,16.588441,9.872902,1.236196
1000,4.995,2225.77398,16.60208,9.879079,1.23474
1001,5,2224.28609,16.615632,9.885249,1.233293
1002,5.005,2221.99702,16.62931,9.891412,1.231829
1003,5.01,2219.70796,16.643008,9.897567,1.230362
1004,5.015,2218.33452,16.656583,9.903715,1.228906
1005,5.02,2215.931,16.670106,9.909856,1.227454
1006,5.025,2213.18412,16.68379,9.91599,1.225983
1007,5.03,2211.69622,16.697635,9.922116,1.224492
1008,5.035,2210.7806,16.711321,9.928235,1.223017
1009,5.04,2210.43724,16.724638,9.934346,1.221581
1010,5.045,2209.63606,16.738151,9.940451,1.220121
1011,5.05,2209.0638,16.752,9.946548,1.218622
1012,5.055,2209.17825,16.765902,9.952637,1.217115
1013,5.06,2209.86497,16.779823,9.958719,1.215605
1014,5.065,2209.63606,16.793796,9.964793,1.214086
1015,5.07,2208.72044,16.807787,9.97086,1.212563
1016,5.075,2208.60598,16.821725,9.976919,1.211045
1017,5.08,2208.49153,16.835541,9.98297,1.209538
1018,5.085,2207.23254,16.84913,9.989014,1.208055
1019,5.09,2206.08801,16.862633,9.995051,1.206579
1020,5.095,2206.20246,16.876014,10.00108,1.205116
1021,5.1,2206.43137,16.889206,10.007102,1.203672
1022,5.105,2207.00364,16.902243,10.013117,1.202244
1023,5.11,2207.46145,16.915195,10.019124,1.200824
1024,5.115,2208.49153,16.928201,10.025125,1.199396
1025,5.12,2210.66614,16.94133,10.031118,1.197952
1026,5.125,2211.46732,16.954339,10.037104,1.19652
1027,5.13,2212.03958,16.967436,10.043083,1.195076
1028,5.135,2213.18412,16.980897,10.049055,1.193589
1029,5.14,2214.78646,16.994342,10.055019,1.192102
1030,5.145,2215.70209,17.007735,10.060976,1.190619
1031,5.15,2216.50326,17.021077,10.066925,1.18914
1032,5.155,2217.18998,17.034403,10.072867,1.18766
1033,5.16,2218.10561,17.047746,10.078802,1.186177
1034,5.165,2218.67788,17.061141,10.084729,1.184686
1035,5.17,2219.13569,17.074314,10.090649,1.183219
1036,5.175,2220.05132,17.087232,10.096561,1.181779
1037,5.18,2220.62358,17.100168,10.102467,1.180335
1038,5.185,2222.56929,17.112986,10.108365,1.178903
1039,5.19,2223.71382,17.125856,10.114256,1.177463
1040,5.195,2226.2318,17.138949,10.120139,1.175996
1041,5.2,2228.1775,17.152262,10.126016,1.174501
