Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s]
183,0.91,601.10891,0.725818,2.183898,2.377621
184,0.915,647.348057,0.733238,2.195785,2.377245
185,0.92,658.907843,0.741001,2.20767,2.376849
186,0.925,624.228483,0.748624,2.219553,2.37646
187,0.93,601.10891,0.755904,2.231435,2.376092
188,0.935,635.78827,0.763251,2.243314,2.37572
189,0.94,601.10891,0.770596,2.255192,2.375347
190,0.945,612.668697,0.777804,2.267068,2.374983
191,0.95,635.78827,0.785216,2.278942,2.374606
192,0.955,577.989336,0.792421,2.290814,2.374242
193,0.96,577.989336,0.799282,2.302684,2.373897
194,0.965,589.549123,0.80621,2.314553,2.373548
195,0.97,624.228483,0.813412,2.32642,2.373183
196,0.975,635.78827,0.820887,2.338285,2.372803
197,0.98,624.228483,0.828361,2.350148,2.372423
198,0.985,658.907843,0.835971,2.362009,2.372035
199,0.99,658.907843,0.843785,2.373868,2.371635
200,0.995,624.228483,0.851392,2.385725,2.371247
201,1,612.668697,0.858724,2.39758,2.370874
202,1.005,647.348057,0.866192,2.409434,2.370494
203,1.01,716.706777,0.874275,2.421285,2.370078
204,1.015,693.587204,0.88263,2.433135,2.369647
205,1.02,693.587204,0.890847,2.444982,2.369223
206,1.025,705.14699,0.899131,2.456827,2.368795
207,1.03,705.14699,0.907482,2.46867,2.368364
208,1.035,682.027417,0.915695,2.48051,2.36794
209,1.04,693.587204,0.923838,2.492349,2.367521
210,1.045,682.027417,0.931979,2.504186,2.367101
211,1.05,682.027417,0.94005,2.51602,2.366685
212,1.055,728.266564,0.948394,2.527852,2.366254
213,1.06,751.386137,0.957146,2.539683,2.365798
214,1.065,739.826351,0.965965,2.55151,2.365339
215,1.07,751.386137,0.974782,2.563336,2.36488
216,1.075,728.266564,0.983529,2.575159,2.364425
217,1.08,774.505711,0.992411,2.58698,2.363962
218,1.085,797.625284,1.001702,2.598799,2.363475
219,1.09,786.065497,1.011058,2.610615,2.362985
220,1.095,797.625284,1.020413,2.622429,2.362494
221,1.1,751.386137,1.029561,2.63424,2.362015
222,1.105,728.266564,1.038297,2.646049,2.36156
223,1.11,762.945924,1.0471,2.657856,2.361101
224,1.115,774.505711,1.056175,2.66966,2.360626
225,1.12,751.386137,1.065179,2.681462,2.360156
226,1.125,751.386137,1.074045,2.693261,2.359693
227,1.13,797.625284,1.083182,2.705059,2.359214
228,1.135,797.625284,1.09259,2.716854,2.358719
229,1.14,809.185071,1.102064,2.728646,2.358221
230,1.145,762.945924,1.111332,2.740436,2.357734
231,1.15,843.864431,1.120802,2.752223,2.357236
232,1.155,832.304644,1.130678,2.764008,2.356714
233,1.16,820.744858,1.140417,2.77579,2.356199
234,1.165,809.185071,1.150017,2.78757,2.355693
235,1.17,843.864431,1.159751,2.799347,2.355179
236,1.175,832.304644,1.169619,2.811122,2.354657
237,1.18,890.103578,1.179757,2.822894,2.354119
238,1.185,924.782938,1.190437,2.834663,2.353549
239,1.19,913.223151,1.20125,2.846429,2.352972
240,1.195,855.424218,1.211653,2.858193,2.352419
241,1.2,843.864431,1.221645,2.869953,2.351889
242,1.205,866.984004,1.231703,2.881712,2.351355
243,1.21,878.543791,1.241963,2.893467,2.350809
244,1.215,936.342725,1.252628,2.90522,2.35024
245,1.22,936.342725,1.26363,2.916969,2.34965
246,1.225,971.022085,1.274832,2.928716,2.34905
247,1.23,924.782938,1.285964,2.94046,2.348453
248,1.235,936.342725,1.29689,2.952201,2.347868
249,1.24,936.342725,1.307881,2.963939,2.347278
250,1.245,971.022085,1.319072,2.975673,2.346678
251,1.25,982.581872,1.330532,2.987405,2.346061
252,1.255,936.342725,1.341785,2.999134,2.345456
253,1.26,982.581872,1.353035,3.01086,2.344851
254,1.265,1017.261232,1.364757,3.022583,2.344219
255,1.27,1017.261232,1.376679,3.034302,2.343575
256,1.275,1005.701445,1.38853,3.046018,2.342934
257,1.28,982.581872,1.400174,3.057731,2.342306
258,1.285,994.141658,1.411748,3.069441,2.341681
259,1.29,959.462298,1.423183,3.081148,2.341065
260,1.295,982.581872,1.434548,3.092852,2.340452
261,1.3,971.022085,1.445977,3.104553,2.339835
262,1.305,947.902512,1.4572,3.11625,2.339231
263,1.31,971.022085,1.468421,3.127945,2.338626
264,1.315,994.141658,1.479909,3.139637,2.338005
265,1.32,994.141658,1.491529,3.151325,2.337377
266,1.325,1028.821019,1.503348,3.16301,2.336737
267,1.33,1017.261232,1.5153,3.174692,2.336088
268,1.335,1028.821019,1.527247,3.186371,2.33544
269,1.34,1040.380805,1.539327,3.198047,2.334784
270,1.345,1040.380805,1.551471,3.209719,2.334124
271,1.35,1063.500379,1.563746,3.221388,2.333456
272,1.355,1017.261232,1.575882,3.233054,2.332796
273,1.36,994.141658,1.587611,3.244716,2.33216
274,1.365,1028.821019,1.599404,3.256375,2.33152
275,1.37,959.462298,1.610992,3.268031,2.330891
276,1.375,971.022085,1.62224,3.279684,2.330283
277,1.38,982.581872,1.63362,3.291334,2.329666
278,1.385,1017.261232,1.645265,3.302981,2.329034
279,1.39,994.141658,1.656975,3.314624,2.328397
280,1.395,1017.261232,1.668682,3.326265,2.327761
281,1.4,1051.940592,1.680722,3.337902,2.327105
282,1.405,1098.179739,1.693229,3.349536,2.326421
283,1.41,1051.940592,1.705732,3.361166,2.325738
284,1.415,1086.619952,1.718165,3.372793,2.325058
285,1.42,1063.500379,1.730661,3.384417,2.324375
286,1.425,1063.500379,1.743019,3.396037,2.323699
287,1.43,1063.500379,1.755373,3.407654,2.323023
288,1.435,1017.261232,1.767456,3.419267,2.322363
289,1.44,1005.701445,1.779199,3.430877,2.321723
290,1.445,1040.380805,1.791074,3.442484,2.321075
291,1.45,1075.060165,1.803347,3.454088,2.320403
292,1.455,1109.739526,1.816019,3.465688,2.319708
293,1.46,1075.060165,1.828688,3.477285,2.319012
294,1.465,1098.179739,1.841285,3.488878,2.318321
295,1.47,1132.859099,1.854214,3.500468,2.317609
296,1.475,1167.538459,1.86754,3.512055,2.316875
297,1.48,1179.098246,1.88113,3.523637,2.316124
298,1.485,1132.859099,1.894515,3.535216,2.315385
299,1.49,1155.978672,1.907762,3.546791,2.314654
300,1.495,1109.739526,1.920871,3.558362,2.313932
301,1.5,1075.060165,1.933508,3.56993,2.313236
302,1.505,1098.179739,1.946074,3.581495,2.312545
303,1.51,1063.500379,1.958569,3.593056,2.311857
304,1.515,1086.619952,1.970994,3.604613,2.311173
305,1.52,1063.500379,1.983416,3.616167,2.31049
306,1.525,1098.179739,1.9959,3.627718,2.309802
307,1.53,1051.940592,2.008314,3.639266,2.309119
308,1.535,1086.619952,2.020658,3.650809,2.308439
309,1.54,1109.739526,2.033332,3.66235,2.30774
310,1.545,1144.418886,2.046335,3.673887,2.307021
311,1.55,1190.658033,2.0598,3.68542,2.306274
312,1.555,1202.217819,2.073594,3.696949,2.305508
313,1.56,1179.098246,2.087317,3.708475,2.304745
314,1.565,1213.777606,2.101102,3.719997,2.303979
315,1.57,1167.538459,2.114816,3.731515,2.303217
316,1.575,1132.859099,2.12806,3.743029,2.302482
317,1.58,1121.299312,2.141034,3.75454,2.301763
318,1.585,1109.739526,2.15387,3.766047,2.301052
319,1.59,1109.739526,2.166636,3.77755,2.300344
320,1.595,1086.619952,2.179265,3.78905,2.299645
321,1.6,1098.179739,2.191824,3.800547,2.29895
322,1.605,1167.538459,2.204843,3.81204,2.298227
323,1.61,1155.978672,2.218191,3.823529,2.297484
324,1.615,1155.978672,2.231468,3.835015,2.296745
325,1.62,1190.658033,2.24494,3.846496,2.295995
326,1.625,1225.337393,2.258806,3.857974,2.295221
327,1.63,1202.217819,2.272733,3.869449,2.294442
328,1.635,1155.978672,2.286257,3.880919,2.293688
329,1.64,1190.658033,2.299711,3.892385,2.292937
330,1.645,1236.89718,2.313624,3.903848,2.292159
331,1.65,1202.217819,2.327599,3.915307,2.291377
332,1.655,1155.978672,2.341106,3.926762,2.290623
333,1.66,1236.89718,2.354806,3.938213,2.289856
334,1.665,1225.337393,2.368899,3.949661,2.289066
335,1.67,1190.658033,2.382723,3.961104,2.288292
336,1.675,1179.098246,2.396277,3.972543,2.287534
337,1.68,1202.217819,2.409893,3.983979,2.286771
338,1.685,1260.016753,2.423967,3.995411,2.285981
339,1.69,1283.136326,2.438499,4.006839,2.285164
340,1.695,1283.136326,2.453157,4.018263,2.284339
341,1.7,1317.815687,2.468008,4.029682,2.283501
342,1.705,1306.2559,2.482985,4.041098,2.282656
343,1.71,1248.456966,2.497562,4.052509,2.281835
344,1.715,1329.375473,2.512264,4.063916,2.281005
345,1.72,1306.2559,2.527291,4.075319,2.280156
346,1.725,1294.696113,2.542115,4.086718,2.279319
347,1.73,1283.136326,2.556802,4.098112,2.27849
348,1.735,1317.815687,2.571614,4.109503,2.277653
349,1.74,1294.696113,2.586488,4.120889,2.276812
350,1.745,1329.375473,2.601421,4.132271,2.275966
351,1.75,1294.696113,2.616349,4.143648,2.275121
352,1.755,1352.495047,2.631403,4.155022,2.274268
353,1.76,1387.174407,2.646977,4.166391,2.273384
354,1.765,1387.174407,2.662742,4.177756,2.272488
355,1.77,1421.853767,2.678697,4.189116,2.27158
356,1.775,1433.413554,2.694909,4.200471,2.270656
357,1.78,1456.533127,2.71131,4.211822,2.26972
358,1.785,1491.212487,2.728033,4.223169,2.268765
359,1.79,1421.853767,2.744553,4.23451,2.267821
360,1.795,1479.652701,2.760999,4.245847,2.266881
361,1.8,1444.97334,2.77757,4.257179,2.265934
362,1.805,1444.97334,2.793938,4.268506,2.264998
363,1.81,1410.29398,2.810103,4.279829,2.264074
364,1.815,1387.174407,2.825934,4.291147,2.26317
365,1.82,1352.495047,2.841432,4.302461,2.262286
366,1.825,1398.734194,2.856989,4.31377,2.261397
367,1.83,1410.29398,2.872866,4.325075,2.260489
368,1.835,1421.853767,2.888868,4.336375,2.259573
369,1.84,1491.212487,2.90532,4.34767,2.25863
370,1.845,1491.212487,2.922157,4.358961,2.257662
371,1.85,1502.772274,2.939052,4.370247,2.256691
372,1.855,1502.772274,2.956005,4.381528,2.255716
373,1.86,1479.652701,2.97282,4.392804,2.254749
374,1.865,1479.652701,2.989498,4.404075,2.25379
375,1.87,1525.891848,3.006429,4.415342,2.252815
376,1.875,1433.413554,3.023092,4.426604,2.251855
377,1.88,1387.174407,3.038968,4.437861,2.250943
378,1.885,1433.413554,3.054837,4.449113,2.250031
379,1.89,1444.97334,3.071025,4.460361,2.249099
380,1.895,1340.93526,3.086686,4.471604,2.248199
381,1.9,1294.696113,3.101497,4.482843,2.24735
382,1.905,1433.413554,3.116822,4.494077,2.24647
383,1.91,1572.130994,3.133697,4.505307,2.245495
384,1.915,1572.130994,3.151344,4.516532,2.244472
385,1.92,1537.451634,3.168789,4.527752,2.243462
386,1.925,1595.250568,3.186355,4.538967,2.242443
387,1.93,1641.489715,3.204496,4.550176,2.24139
388,1.935,1595.250568,3.222629,4.561381,2.240336
389,1.94,1572.130994,3.240365,4.57258,2.239305
390,1.945,1560.571208,3.257899,4.583774,2.238287
391,1.95,1537.451634,3.275231,4.594963,2.23728
392,1.955,1502.772274,3.292231,4.606147,2.236294
393,1.96,1433.413554,3.308644,4.617326,2.235342
394,1.965,1364.054833,3.324274,4.6285,2.234438
395,1.97,1468.092914,3.340091,4.63967,2.233522
396,1.975,1514.332061,3.356741,4.650835,2.232555
397,1.98,1549.011421,3.373834,4.661996,2.23156
398,1.985,1549.011421,3.391114,4.673151,2.230553
399,1.99,1629.929928,3.408837,4.684301,2.229519
400,1.995,1710.848435,3.427453,4.695446,2.22843
401,2,1699.288648,3.446446,4.706585,2.227317
402,2.005,1653.049501,3.465109,4.717719,2.226224
403,2.01,1745.527795,3.484019,4.728848,2.225115
404,2.015,1768.647369,3.503562,4.73997,2.223966
405,2.02,1664.609288,3.522646,4.751087,2.222846
406,2.025,1618.370141,3.540886,4.762199,2.221776
407,2.03,1560.571208,3.558539,4.773305,2.220742
408,2.035,1502.772274,3.575543,4.784406,2.219747
409,2.04,1491.212487,3.592154,4.795503,2.218776
410,2.045,1468.092914,3.608565,4.806594,2.217817
411,2.05,1537.451634,3.625226,4.817681,2.216842
412,2.055,1618.370141,3.642712,4.828762,2.215815
413,2.06,1653.049501,3.660829,4.839839,2.21475
414,2.065,1676.169075,3.679258,4.85091,2.213664
415,2.07,1641.489715,3.697614,4.861975,2.212583
416,2.075,1757.087582,3.716409,4.873036,2.211474
417,2.08,1791.766942,3.736024,4.88409,2.210314
418,2.085,1768.647369,3.755693,4.895139,2.20915
419,2.09,1757.087582,3.77516,4.906182,2.207997
420,2.095,1745.527795,3.794489,4.917219,2.206853
421,2.1,1710.848435,3.813554,4.92825,2.205724
422,2.105,1653.049501,3.832099,4.939276,2.204627
423,2.11,1583.690781,3.849934,4.950297,2.203573
424,2.115,1606.810355,3.867506,4.961312,2.202535
425,2.12,1653.049501,3.885452,4.972322,2.201473
426,2.125,1653.049501,3.903643,4.983327,2.200396
427,2.13,1629.929928,3.921698,4.994326,2.199326
428,2.135,1676.169075,3.939872,5.00532,2.198249
429,2.14,1745.527795,3.958671,5.016308,2.197132
430,2.145,1768.647369,3.977969,5.027291,2.195983
431,2.15,1814.886516,3.997637,5.038268,2.194811
432,2.155,1895.805023,4.017992,5.049239,2.193596
433,2.16,1849.565876,4.038526,5.060204,2.192369
434,2.165,1872.685449,4.058922,5.071163,2.19115
435,2.17,1838.006089,4.079243,5.082115,2.189934
436,2.175,1814.886516,4.099236,5.093062,2.188739
437,2.18,1733.968009,4.11865,5.104003,2.187578
438,2.185,1768.647369,4.137801,5.114938,2.186434
439,2.19,1710.848435,4.156815,5.125867,2.185297
440,2.195,1641.489715,4.175125,5.136791,2.184204
441,2.2,1699.288648,4.193363,5.147709,2.183115
442,2.205,1757.087582,4.212222,5.158622,2.181986
443,2.21,1687.728862,4.231009,5.169529,2.180861
444,2.215,1768.647369,4.249848,5.180431,2.179733
445,2.22,1838.006089,4.269497,5.191326,2.178553
446,2.225,1918.924596,4.289952,5.202216,2.177322
447,2.23,1953.603956,4.311026,5.213099,2.176051
448,2.235,1884.245236,4.331898,5.223977,2.174793
449,2.24,1884.245236,4.352381,5.234847,2.173558
450,2.245,1861.125662,4.372728,5.245712,2.17233
451,2.25,1826.446302,4.392749,5.256571,2.171123
452,2.255,1791.766942,4.412382,5.267423,2.169939
453,2.26,1780.207155,4.431755,5.27827,2.168771
454,2.265,1791.766942,4.451116,5.289111,2.167603
455,2.27,1803.326729,4.470593,5.299946,2.166427
456,2.275,1745.527795,4.489809,5.310776,2.165267
457,2.28,1745.527795,4.508701,5.321599,2.164126
458,2.285,1814.886516,4.527959,5.332417,2.162962
459,2.29,1907.364809,4.548081,5.343228,2.161743
460,2.295,1942.044169,4.568878,5.354034,2.16048
461,2.3,1988.283316,4.590101,5.364833,2.15919
462,2.305,1999.843103,4.611622,5.375626,2.15788
463,2.31,2011.40289,4.633255,5.386412,2.156562
464,2.315,1999.843103,4.654874,5.397191,2.155245
465,2.32,1930.484383,4.676045,5.407964,2.153954
466,2.325,1895.805023,4.696643,5.418731,2.1527
467,2.33,1918.924596,4.717167,5.429492,2.151449
468,2.335,1907.364809,4.737741,5.440246,2.150194
469,2.34,1872.685449,4.758055,5.450993,2.148955
470,2.345,1803.326729,4.777799,5.461735,2.147752
471,2.35,1838.006089,4.797345,5.472471,2.14656
472,2.355,1849.565876,4.817128,5.483201,2.145353
473,2.36,1907.364809,4.837272,5.493924,2.144121
474,2.365,1988.283316,4.858148,5.504642,2.142843
475,2.37,2046.08225,4.879754,5.515353,2.141517
476,2.375,2080.76161,4.901841,5.526057,2.14016
477,2.38,2103.881184,4.924223,5.536754,2.138783
478,2.385,2034.522463,4.946344,5.547445,2.137422
479,2.39,1999.843103,4.967895,5.558129,2.136097
480,2.395,2092.321397,4.989741,5.568806,2.134751
481,2.4,2011.40289,5.011636,5.579476,2.133402
482,2.405,2034.522463,5.033208,5.59014,2.132073
483,2.41,1953.603956,5.054459,5.600797,2.130763
484,2.415,1942.044169,5.075204,5.611448,2.129484
485,2.42,1895.805023,5.09563,5.622092,2.128226
486,2.425,1884.245236,5.115736,5.63273,2.126987
487,2.43,1976.72353,5.136261,5.643362,2.12572
488,2.435,2046.08225,5.157632,5.653987,2.124398
489,2.44,2115.44097,5.179727,5.664606,2.12303
490,2.445,2150.12033,5.202359,5.675217,2.121625
491,2.45,2173.239904,5.225283,5.685822,2.120201
492,2.455,2184.799691,5.248375,5.696419,2.118765
493,2.46,2196.359477,5.271573,5.707009,2.117321
494,2.465,2161.680117,5.294634,5.717592,2.115885
495,2.47,2184.799691,5.317618,5.728168,2.114453
496,2.475,2184.799691,5.340708,5.738737,2.113014
497,2.48,2138.560544,5.363539,5.749298,2.111589
498,2.485,2080.76161,5.385805,5.759853,2.110201
499,2.49,1999.843103,5.407326,5.770401,2.108859
500,2.495,2011.40289,5.428467,5.780942,2.107542
501,2.5,2046.08225,5.449839,5.791476,2.106208
502,2.505,2080.76161,5.471562,5.802004,2.104851
503,2.51,2127.000757,5.493696,5.812524,2.103466
504,2.515,2138.560544,5.51612,5.823038,2.102062
505,2.52,2242.598624,5.539135,5.833545,2.100618
506,2.525,2207.919264,5.562499,5.844044,2.099151
507,2.53,2242.598624,5.585847,5.854536,2.097683
508,2.535,2254.158411,5.60942,5.865021,2.0962
509,2.54,2231.038837,5.632917,5.875498,2.094721
510,2.545,2196.359477,5.656094,5.885968,2.093261
511,2.55,2219.479051,5.679195,5.896431,2.091806
512,2.555,2161.680117,5.702098,5.906886,2.090362
513,2.56,2127.000757,5.724503,5.917335,2.08895
514,2.565,2092.321397,5.746531,5.927776,2.087561
515,2.57,2080.76161,5.768302,5.93821,2.086188
516,2.575,2127.000757,5.790241,5.948638,2.084803
517,2.58,2173.239904,5.812646,5.959058,2.083387
518,2.585,2207.919264,5.835457,5.969472,2.081943
519,2.59,2277.277984,5.858793,5.979878,2.080464
520,2.595,2265.718198,5.882414,5.990276,2.078965
521,2.6,2288.837771,5.906077,6.000667,2.077462
522,2.605,2300.397558,5.929903,6.011051,2.075947
523,2.61,2277.277984,5.953652,6.021427,2.074437
524,2.615,2335.076918,5.977563,6.031795,2.072914
525,2.62,2288.837771,6.001517,6.042156,2.071388
526,2.625,2207.919264,6.024795,6.052509,2.069904
